,Smiles_template,Smarts_template,edit_site,change_H
125,CN>>C-C-C(=O)-O-[C;+0:1].[N;+0:2],[C;+0:1]-[N;+0:2]>>C-C-C(=O)-O-[C;+0:1].[N;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
126,CCN>>O-[C;+0:1]-[C@@;+0:2].[N;+0:3],[C;+0:2]-[C;+0:1]-[N;+0:3]>>O-[C;+0:1]-[C@@;+0:2].[N;+0:3],"[(1, 3)]","{2: 0, 1: 0, 3: 1}"
127,CN>>O=[C;+0:1].[N;+1:2],[C;+0:1]-[N;+0:2]>>O=[C;+0:1].[N;+1:2],"[(1, 2)]","{1: -1, 2: 2}"
128,[CH2]:C:C:[NH]>>N-[N;+0:1].[c;+0:2].O=[C;+0:3]-[C;+0:4],[n;+0:1]:[c;+0:3]:[c;+0:4]:[c;+0:2]>>N-[N;+0:1].[c;+0:2].O=[C;+0:3]-[C;+0:4],"[(3, 1), (2, 4)]","{1: 0, 2: 1, 4: 2, 3: 0}"
129,CC>>Br-[c;+0:1].C-C1-O-B(-[c;+0:2])-O-C-1-C,[c;+0:1]-[c;+0:2]>>Br-[c;+0:1].C-C1-O-B(-[c;+0:2])-O-C-1-C,"[(1, 2)]","{1: 0, 2: 0}"
130,CN>>I-[C;+0:1].[N;+0:2],[C;+0:1]-[N;+0:2]>>I-[C;+0:1].[N;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
131,CCO>>O=[C;+0:1].[O;+0:2].[c;+0:3],[O;+0:2]-[C;+0:1]-[c;+0:3]>>O=[C;+0:1].[O;+0:2].[c;+0:3],"[(1, 3), (1, 2)]","{1: 0, 3: 1, 2: 1}"
132,CO>>Br-[c;+0:1].[O;-1:2],[c;+0:1]-[O;+0:2]>>Br-[c;+0:1].[O;-1:2],"[(1, 2)]","{1: 0, 2: 0}"
133,C=N>>Cl-[C;+0:1]-Cl.[N;+0:2],[C;+0:1]=[N;+0:2]>>Cl-[C;+0:1]-Cl.[N;+0:2],"[(1, 2)]","{1: 0, 2: 2}"
134,CN>>Br-[C;+0:1].[N;-1:2],[C;+0:1]-[N;+0:2]>>Br-[C;+0:1].[N;-1:2],"[(1, 2)]","{1: 0, 2: 0}"
135,N>>C-O-c1:c:c:c(-C-[N;+0:1]):c:c:1,[N;+0:1]>>C-O-c1:c:c:c(-C-[N;+0:1]):c:c:1,[1],{1: -1}
136,CC>>C-C1(-C)-O-B(-[C;+0:1])-O-C-1(-C)-C.I-[c;+0:2],[C;+0:1]-[c;+0:2]>>C-C1(-C)-O-B(-[C;+0:1])-O-C-1(-C)-C.I-[c;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
137,CC>>I-[C;+0:1].I-[C;+0:2],[C;+0:1]-[C;+0:2]>>I-[C;+0:1].I-[C;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
138,CCCN>>[c;+0:1]:[c;+0:2]:[c;+0:3]:[n;+0:4],[C;+0:1]-[C;+0:2]-[C;+0:3]-[N;+0:4]>>[c;+0:1]:[c;+0:2]:[c;+0:3]:[n;+0:4],"[(2, 3)]","{3: -1, 2: -1, 1: -1, 4: -1}"
139,CC>>C-O-N(-C)-[C;+0:1].I-[c;+0:2],[C;+0:1]-[c;+0:2]>>C-O-N(-C)-[C;+0:1].I-[c;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
140,CN>>F-C(-F)(-F)-S(=O)(=O)-O-[c;+0:1].[N;+0:2],[N;+0:2]-[c;+0:1]>>F-C(-F)(-F)-S(=O)(=O)-O-[c;+0:1].[N;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
141,BC>>Br-[c;+0:1].C-C1(-C)-O-B(-[B;+0:2])-O-C-1(-C)-C,[B;+0:2]-[c;+0:1]>>Br-[c;+0:1].C-C1(-C)-O-B(-[B;+0:2])-O-C-1(-C)-C,"[(2, 1)]","{1: 0, 2: 0}"
142,CC>>I-[c;+0:1].[C;+0:2]-[Zn+],[c;+0:1]-[C;+0:2]>>I-[c;+0:1].[C;+0:2]-[Zn+],"[(1, 2)]","{1: 0, 2: 0}"
143,CC>>F-C(-F)(-F)-S(=O)(=O)-O-[c;+0:1].O-B(-O)-[c;+0:2],[c;+0:1]-[c;+0:2]>>F-C(-F)(-F)-S(=O)(=O)-O-[c;+0:1].O-B(-O)-[c;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
144,CC>>Cl-[C;+0:1].[c;+0:2],[C;+0:1]-[c;+0:2]>>Cl-[C;+0:1].[c;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
145,CS>>Br-[C;+0:1].[S;-1:2],[C;+0:1]-[S;+0:2]>>Br-[C;+0:1].[S;-1:2],"[(1, 2)]","{1: 0, 2: 0}"
146,CC>>C-O-N(-C)-[C;+0:1].[Mg+]-[c;+0:2],[C;+0:1]-[c;+0:2]>>C-O-N(-C)-[C;+0:1].[Mg+]-[c;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
147,CBr>>Br-C(-Br)(-Br)-[Br;+0:1].O-[C;+0:2],[Br;+0:1]-[C;+0:2]>>Br-C(-Br)(-Br)-[Br;+0:1].O-[C;+0:2],"[(2, 1)]","{1: 0, 2: 0}"
148,CCO>>Cl-[C;+0:1].[C;+0:2]=[O;+0:3],[C;+0:1]-[C;+0:2]-[O;+0:3]>>Cl-[C;+0:1].[C;+0:2]=[O;+0:3],"[(1, 2)]","{1: 0, 2: 0, 3: -1}"
149,CC>>Cl-[c;+0:1].Cl-[c;+0:2],[c;+0:1]-[c;+0:2]>>Cl-[c;+0:1].Cl-[c;+0:2],"[(1, 2)]","{2: 0, 1: 0}"
150,CO>>Cl-[c;+0:1].[O;-1:2],[c;+0:1]-[O;+0:2]>>Cl-[c;+0:1].[O;-1:2],"[(1, 2)]","{2: 0, 1: 0}"
151,CN>>C-C(-C)(-C)-O-C(=O)-O-[C;+0:1].[n;+0:2],[C;+0:1]-[n;+0:2]>>C-C(-C)(-C)-O-C(=O)-O-[C;+0:1].[n;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
152,CC>>C-N(-C)-[C;+0:1].[c;+0:2],[C;+0:1]-[c;+0:2]>>C-N(-C)-[C;+0:1].[c;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
153,CC>>Br-[c;+0:1].C-C1(-C)-O-B(-[C;+0:2])-O-C-1(-C)-C,[C;+0:2]-[c;+0:1]>>Br-[c;+0:1].C-C1(-C)-O-B(-[C;+0:2])-O-C-1(-C)-C,"[(1, 2)]","{1: 0, 2: 0}"
154,CCO>>[C;+0:1]-[Mg+].[C;+0:2]=[O;+0:3],[C;+0:1]-[C;+0:2]-[O;+0:3]>>[C;+0:1]-[Mg+].[C;+0:2]=[O;+0:3],"[(1, 2)]","{2: 0, 3: -1, 1: 0}"
155,CO>>C-S(=O)(=O)-O-[C;+0:1].[O;+0:2],[C;+0:1]-[O;+0:2]>>C-S(=O)(=O)-O-[C;+0:1].[O;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
156,C#N>>O=[C;+0:1]-[N;+0:2],[C;+0:1]#[N;+0:2]>>O=[C;+0:1]-[N;+0:2],"[(1, 2)]","{1: 0, 2: 2}"
157,CC>>Cl-[c;+0:1].[Zn+]-[c;+0:2],[c;+0:1]-[c;+0:2]>>Cl-[c;+0:1].[Zn+]-[c;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
158,O>>Cl-C-C(=O)-[O;+0:1],[O;+0:1]>>Cl-C-C(=O)-[O;+0:1],[1],{1: -1}
159,C[NH3+]>>I-[C;+0:1].[N;+0:2],[C;+0:1]-[N;+1:2]>>I-[C;+0:1].[N;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
160,CN>>I-[C;+0:1].[n;+0:2],[C;+0:1]-[n;+0:2]>>I-[C;+0:1].[n;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
161,O=S>>O=C-O-[O;+0:1].[S;+0:2],[O;+0:1]=[S;+0:2]>>O=C-O-[O;+0:1].[S;+0:2],"[(1, 2)]","{1: 1, 2: 0}"
162,O>>[O;+0:1]-C1-C-C-C-C-O-1,[O;+0:1]>>[O;+0:1]-C1-C-C-C-C-O-1,[1],{1: -1}
163,N>>[N-]=[N+]=[N;+0:1],[N;+0:1]>>[N-]=[N+]=[N;+0:1],[1],{1: -2}
164,C[NH3+]>>Cl-[C;+0:1].[N;+0:2],[C;+0:1]-[N;+1:2]>>Cl-[C;+0:1].[N;+0:2],"[(1, 2)]","{2: 0, 1: 0}"
165,NCO>>[C;+0:1]=[N;+0:2].[O;+0:3],[N;+0:2]-[C;+0:1]-[O;+0:3]>>[C;+0:1]=[N;+0:2].[O;+0:3],"[(1, 3)]","{3: 1, 1: 0, 2: -1}"
166,O>>C-C(-C)-C(=O)-[O;+0:1],[O;+0:1]>>C-C(-C)-C(=O)-[O;+0:1],[1],{1: -1}
167,CO>>O-B(-O)-[c;+0:1].[O;+0:2],[O;+0:2]-[c;+0:1]>>O-B(-O)-[c;+0:1].[O;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
168,CNC>>Br-[c;+0:1].[C@@;+0:2]-[N;+0:3],[c;+0:1]-[N;+0:3]-[C;+0:2]>>Br-[c;+0:1].[C@@;+0:2]-[N;+0:3],"[(1, 3)]","{1: 0, 3: 1, 2: 0}"
169,CC>>Cl-[C;+0:1].[C;+0:2]-[Mg+],[C;+0:1]-[C;+0:2]>>Cl-[C;+0:1].[C;+0:2]-[Mg+],"[(1, 2)]","{1: 0, 2: 0}"
170,[c;+0:1]1:[c;+0:2]:[n;+0:5]:[n;+0:4]:[n;+0:3]:1>>[C;+0:1]#[C;+0:2].[N;+0:3]=[N;+1:4]=[N;-1:5],[c;+0:1]1:[c;+0:2]:[n;+0:5]:[n;+0:4]:[n;+0:3]:1>>[C;+0:1]#[C;+0:2].[N;+0:3]=[N;+1:4]=[N;-1:5],"[(1, 3), (2, 5)]","{3: 0, 4: 0, 5: 0, 2: 0, 1: 0}"
171,CC>>Br-[c;+0:1].[C;+0:2]-[Zn+],[c;+0:1]-[C;+0:2]>>Br-[c;+0:1].[C;+0:2]-[Zn+],"[(1, 2)]","{1: 0, 2: 0}"
172,CCC>>[C;+0:1]=[C;+0:2]-[C;+0:3],[C;+0:1]-[C;+0:2]-[C;+0:3]>>[C;+0:1]=[C;+0:2]-[C;+0:3],"[(1, 2)]","{3: 0, 2: -1, 1: -1}"
173,CC>>I-[c;+0:1].[C;+0:2]-[Cu],[c;+0:1]-[C;+0:2]>>I-[c;+0:1].[C;+0:2]-[Cu],"[(1, 2)]","{1: 0, 2: 0}"
174,CNC>>Cl-[C;+0:1].Cl-[C;+0:2].[N;+0:3],[C;+0:1]-[N;+0:3]-[C;+0:2]>>Cl-[C;+0:1].Cl-[C;+0:2].[N;+0:3],"[(1, 3), (2, 3)]","{1: 0, 2: 0, 3: 2}"
175,[CH2]:C:C:C:[NH]>>C-O-[C;+0:1]-[C;+0:2]-[C;+0:3]=O.[N;+0:4].[c;+0:5],[n;+0:4]:[c;+0:3]:[c;+0:2]:[c;+0:1]:[c;+0:5]>>C-O-[C;+0:1]-[C;+0:2]-[C;+0:3]=O.[N;+0:4].[c;+0:5],"[(1, 5), (3, 4)]","{1: 0, 2: 1, 3: 0, 4: 1, 5: 1}"
176,C1CO1>>C-[S+](-C)(=O)-[C;+0:1].[C;+0:2]=[O;+0:3],[C;+0:1]1-[C;+0:2]-[O;+0:3]-1>>C-[S+](-C)(=O)-[C;+0:1].[C;+0:2]=[O;+0:3],"[(1, 3), (1, 2)]","{1: 1, 3: 0, 2: 0}"
177,[CH2]:C:C:[NH]>>Br-[c;+0:1].[N;+0:2].[C;+0:3]#[C;+0:4],[c;+0:1]:[c;+0:3]:[c;+0:4]:[n;+0:2]>>Br-[c;+0:1].[N;+0:2].[C;+0:3]#[C;+0:4],"[(1, 3), (4, 2)]","{1: 0, 2: 1, 4: 0, 3: 0}"
178,CCO>>I-[C;+0:1].[C;+0:2]=[O;+0:3],[C;+0:1]-[C;+0:2]-[O;+0:3]>>I-[C;+0:1].[C;+0:2]=[O;+0:3],"[(1, 2)]","{1: 0, 2: 0, 3: -1}"
179,CN>>I-[c;+0:1].[N;+0:2],[c;+0:1]-[N;+0:2]>>I-[c;+0:1].[N;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
180,NS>>O-[S;+0:1].[N;+0:2],[S;+0:1]-[N;+0:2]>>O-[S;+0:1].[N;+0:2],"[(2, 1)]","{1: 0, 2: 1}"
181,CN>>[C;+0:1]-[O-].[N;+0:2],[C;+0:1]-[N;+0:2]>>[C;+0:1]-[O-].[N;+0:2],"[(1, 2)]","{2: 1, 1: 0}"
182,[c;+0:1]1:[c;+0:2]:[c;+0:3]:[c;+0:4]:[n;+0:5]:1>>O=[C;+0:1]-[C;+0:2]-[C;+0:3]-[C;+0:4]=O.[N;+0:5],[c;+0:1]1:[c;+0:2]:[c;+0:3]:[c;+0:4]:[n;+0:5]:1>>O=[C;+0:1]-[C;+0:2]-[C;+0:3]-[C;+0:4]=O.[N;+0:5],"[(1, 5), (4, 5)]","{1: 0, 2: 1, 3: 1, 4: 0, 5: 2}"
183,C=C>>C=[C;+0:1].C=[C;+0:2],[C;+0:1]=[C;+0:2]>>C=[C;+0:1].C=[C;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
184,CN>>Br-[c;+0:1].[N;-1:2],[c;+0:1]-[N;+0:2]>>Br-[c;+0:1].[N;-1:2],"[(1, 2)]","{1: 0, 2: 0}"
185,O>>C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C(=O)-[O;+0:1],[O;+0:1]>>C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C(=O)-[O;+0:1],[1],{1: -1}
186,NS>>Cl-[S;+0:1].[n;+0:2],[S;+0:1]-[n;+0:2]>>Cl-[S;+0:1].[n;+0:2],"[(2, 1)]","{1: 0, 2: 1}"
187,CCC>>[C;+0:1]=[C;+0:2].[c;+0:3],[C;+0:1]-[C;+0:2]-[c;+0:3]>>[C;+0:1]=[C;+0:2].[c;+0:3],"[(2, 3)]","{3: 1, 1: -1, 2: 0}"
188,[NH3+][O-]>>Cl-c1:c:c:c:c(-C(=O)-O-[O;+0:1]):c:1.[n;+0:2],[O;-1:1]-[n;+1:2]>>Cl-c1:c:c:c:c(-C(=O)-O-[O;+0:1]):c:1.[n;+0:2],"[(2, 1)]","{1: 1, 2: 0}"
189,CO>>[C;+0:1]=[N+]=[N-].[O;+0:2],[C;+0:1]-[O;+0:2]>>[C;+0:1]=[N+]=[N-].[O;+0:2],"[(1, 2)]","{2: 1, 1: -1}"
190,CN>>C-C-O-C(=O)-O-[C;+0:1].[N;+0:2],[C;+0:1]-[N;+0:2]>>C-C-O-C(=O)-O-[C;+0:1].[N;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
191,CBr>>Br-C(-Br)-[Br;+0:1].N-[c;+0:2],[Br;+0:1]-[c;+0:2]>>Br-C(-Br)-[Br;+0:1].N-[c;+0:2],"[(2, 1)]","{1: 0, 2: 0}"
192,CCNC>>O-[C;+0:1]-[C@;+0:2].[C@;+0:3]-[N;+0:4],[C;+0:2]-[C;+0:1]-[N;+0:4]-[C;+0:3]>>O-[C;+0:1]-[C@;+0:2].[C@;+0:3]-[N;+0:4],"[(1, 4)]","{1: 0, 2: 0, 4: 1, 3: 0}"
193,CO>>Cl-[C;+0:1].[O;-1:2],[C;+0:1]-[O;+0:2]>>Cl-[C;+0:1].[O;-1:2],"[(1, 2)]","{1: 0, 2: 0}"
194,CS>>I-[c;+0:1].[S;+0:2],[c;+0:1]-[S;+0:2]>>I-[c;+0:1].[S;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
195,CN>>Cl-C(-Cl)(-Cl)-C-O-[C;+0:1].[N;+0:2],[C;+0:1]-[N;+0:2]>>Cl-C(-Cl)(-Cl)-C-O-[C;+0:1].[N;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
196,CC>>[C;+0:1]#[C;+0:2],[C;+0:1]-[C;+0:2]>>[C;+0:1]#[C;+0:2],"[(1, 2)]","{1: -2, 2: -2}"
197,N>>F-C(-F)(-F)-C(=O)-[N;+0:1],[N;+0:1]>>F-C(-F)(-F)-C(=O)-[N;+0:1],[1],{1: -1}
198,CC>>Br-[c;+0:1].C-C-[Sn](-[C;+0:2])(-C-C)-C-C,[C;+0:2]-[c;+0:1]>>Br-[c;+0:1].C-C-[Sn](-[C;+0:2])(-C-C)-C-C,"[(1, 2)]","{1: 0, 2: 0}"
199,CNC>>[C;+0:1]-O-[C;+0:2].[N;+0:3],[C;+0:1]-[N;+0:3]-[C;+0:2]>>[C;+0:1]-O-[C;+0:2].[N;+0:3],"[(1, 3), (2, 3)]","{1: 0, 2: 0, 3: 2}"
200,CC>>Cl-[c;+0:1].[C;+0:2],[c;+0:1]-[C;+0:2]>>Cl-[c;+0:1].[C;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
201,CC>>C-C-C-C-[Sn](-[c;+0:1])(-C-C-C-C)-C-C-C-C.I-[c;+0:2],[c;+0:1]-[c;+0:2]>>C-C-C-C-[Sn](-[c;+0:1])(-C-C-C-C)-C-C-C-C.I-[c;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
202,CNC>>Cl-[C;+0:1].[C;+0:2]-[N;+0:3],[C;+0:1]-[N;+0:3]-[C;+0:2]>>Cl-[C;+0:1].[C;+0:2]-[N;+0:3],"[(1, 3)]","{1: 0, 3: 1, 2: 0}"
203,SCS>>O=[C;+0:1].[S;+0:2].[S;+0:3],[S;+0:2]-[C;+0:1]-[S;+0:3]>>O=[C;+0:1].[S;+0:2].[S;+0:3],"[(1, 2), (1, 3)]","{1: 0, 2: 1, 3: 1}"
204,CC>>Br-[c;+0:1].O-B(-O)-[C;+0:2],[C;+0:2]-[c;+0:1]>>Br-[c;+0:1].O-B(-O)-[C;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
205,CC>>Br-[c;+0:1].I-[c;+0:2],[c;+0:1]-[c;+0:2]>>Br-[c;+0:1].I-[c;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
206,CS>>F-[c;+0:1].[S;-1:2],[c;+0:1]-[S;+0:2]>>F-[c;+0:1].[S;-1:2],"[(1, 2)]","{1: 0, 2: 0}"
207,CN>>I-[c;+0:1].[n;+0:2],[c;+0:1]-[n;+0:2]>>I-[c;+0:1].[n;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
208,I>>C-N-[C@@H]1-C-C-[C@@H](-c2:c:c:c(-Cl):c(-Cl):c:2)-c2:c:c:c(-[I;+0:1]):c:c:2-1,[I;+0:1]>>C-N-[C@@H]1-C-C-[C@@H](-c2:c:c:c(-Cl):c(-Cl):c:2)-c2:c:c:c(-[I;+0:1]):c:c:2-1,[1],{1: -1}
209,C=C>>O=[C;+0:1].O=[C;+0:2],[C;+0:1]=[C;+0:2]>>O=[C;+0:1].O=[C;+0:2],"[(1, 2)]","{2: 0, 1: 0}"
210,CN>>O-[C@@;+0:1].[N;+0:2],[C;+0:1]-[N;+0:2]>>O-[C@@;+0:1].[N;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
211,C1CO1>>C-[S+](-C)-[C;+0:1].[C;+0:2]=[O;+0:3],[C;+0:1]1-[C;+0:2]-[O;+0:3]-1>>C-[S+](-C)-[C;+0:1].[C;+0:2]=[O;+0:3],"[(1, 2), (1, 3)]","{1: 1, 2: 0, 3: 0}"
212,CC>>Br-[C;+0:1].O-B(-O)-[c;+0:2],[C;+0:1]-[c;+0:2]>>Br-[C;+0:1].O-B(-O)-[c;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
213,CN>>C-C(-C)(-C)-O-C(=O)-[N;+0:1]-[C;+0:2],[C;+0:2]-[N;+0:1]>>C-C(-C)(-C)-O-C(=O)-[N;+0:1]-[C;+0:2],[1],"{1: -1, 2: 0}"
214,C=O>>C1-C-[O;+0:1]-[C;+0:2]-O-1,[O;+0:1]=[C;+0:2]>>C1-C-[O;+0:1]-[C;+0:2]-O-1,"[(2, 1)]","{2: 0, 1: 0}"
215,O>>C-C-C-C(=O)-[O;+0:1],[O;+0:1]>>C-C-C-C(=O)-[O;+0:1],[1],{1: -1}
216,O>>C-C(-C)-[Si](-[O;+0:1])(-C(-C)-C)-C(-C)-C,[O;+0:1]>>C-C(-C)-[Si](-[O;+0:1])(-C(-C)-C)-C(-C)-C,[1],{1: -1}
217,CS>>Cl-[C;+0:1].[S;-1:2],[C;+0:1]-[S;+0:2]>>Cl-[C;+0:1].[S;-1:2],"[(1, 2)]","{1: 0, 2: 0}"
218,C=C>>[C;+0:1]#[C;+0:2],[C;+0:1]=[C;+0:2]>>[C;+0:1]#[C;+0:2],"[(1, 2)]","{1: -1, 2: -1}"
219,CP=O>>C-C-[O;+0:1]-[P;+0:2].Cl-[C;+0:3],[O;+0:1]=[P;+0:2]-[C;+0:3]>>C-C-[O;+0:1]-[P;+0:2].Cl-[C;+0:3],"[(3, 2)]","{1: 0, 2: 0, 3: 0}"
220,[CH2]:N:C:[NH]>>O=[C;+0:1].[N;+0:2]=[C;+0:3]\[N;+0:4],[c;+0:1]:[n;+0:4]:[c;+0:3]:[n;+0:2]>>O=[C;+0:1].[N;+0:2]=[C;+0:3]\[N;+0:4],"[(1, 4)]","{1: 0, 2: 0, 3: 0, 4: 2}"
221,O>>C-O-C-[O;+0:1],[O;+0:1]>>C-O-C-[O;+0:1],[1],{1: -1}
222,[CH2]:N:N:[CH2]>>F-[c;+0:1].O=[C;+0:2].[N;+0:3]-[N;+0:4],[c;+0:1]:[n;+0:3]:[n;+0:4]:[c;+0:2]>>F-[c;+0:1].O=[C;+0:2].[N;+0:3]-[N;+0:4],"[(2, 4), (1, 3)]","{2: 0, 1: 0, 3: 1, 4: 2}"
223,CC>>Br-[c;+0:1].C-[Sn](-C)(-C)-[c;+0:2],[c;+0:1]-[c;+0:2]>>Br-[c;+0:1].C-[Sn](-C)(-C)-[c;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
224,COCO>>O-[C;+0:1].[O;+0:2].[C;+0:3]=[O;+0:4],[C;+0:1]-[O;+0:4]-[C;+0:3]-[O;+0:2]>>O-[C;+0:1].[O;+0:2].[C;+0:3]=[O;+0:4],"[(1, 4), (3, 2)]","{1: 0, 2: 1, 3: 0, 4: 0}"
225,CC>>Br-[c;+0:1].[C;-1:2],[c;+0:1]-[C;+0:2]>>Br-[c;+0:1].[C;-1:2],"[(1, 2)]","{1: 0, 2: 0}"
226,N>>O=C(-[N;+0:1])-c1:c:c:c:c:c:1,[N;+0:1]>>O=C(-[N;+0:1])-c1:c:c:c:c:c:1,[1],{1: -1}
227,CCC=N>>[c;+0:1]:[c;+0:2]:[c;+0:3]:[n;+0:4],[C;+0:1]-[C;+0:2]-[C;+0:3]=[N;+0:4]>>[c;+0:1]:[c;+0:2]:[c;+0:3]:[n;+0:4],"[(3, 4)]","{3: 0, 4: 0, 1: -1, 2: -1}"
228,CC>>I-[c;+0:1].I-[c;+0:2],[c;+0:1]-[c;+0:2]>>I-[c;+0:1].I-[c;+0:2],"[(1, 2)]","{2: 0, 1: 0}"
229,CN>>O-[c;+0:1].[N;+0:2],[c;+0:1]-[N;+0:2]>>O-[c;+0:1].[N;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
230,N>>C-C(-C)(-C)-O-C(=O)-[n;+0:1],[n;+0:1]>>C-C(-C)(-C)-O-C(=O)-[n;+0:1],[1],{1: -1}
231,CC>>Br-[c;+0:1].[C;+0:2]-[Cu],[c;+0:1]-[C;+0:2]>>Br-[c;+0:1].[C;+0:2]-[Cu],"[(1, 2)]","{1: 0, 2: 0}"
232,C>>C-C-O-C(=O)-[C;+0:1],[C;+0:1]>>C-C-O-C(=O)-[C;+0:1],[1],{1: -1}
233,CC>>C-S(=O)(=O)-O-[C;+0:1].[C;-1:2],[C;+0:1]-[C;+0:2]>>C-S(=O)(=O)-O-[C;+0:1].[C;-1:2],"[(1, 2)]","{1: 0, 2: 0}"
234,CN>>Cl-[c;+0:1].[N;+1:2],[c;+0:1]-[N;+0:2]>>Cl-[c;+0:1].[N;+1:2],"[(1, 2)]","{1: 0, 2: 2}"
235,CC>>Cl-[c;+0:1].O-B(-O)-[C;+0:2],[C;+0:2]-[c;+0:1]>>Cl-[c;+0:1].O-B(-O)-[C;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
236,CN>>O-[C@;+0:1].[N;+0:2],[C;+0:1]-[N;+0:2]>>O-[C@;+0:1].[N;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
237,CC>>C-C1(-C)-O-B(-[C;+0:1])-O-C-1(-C)-C.Cl-[c;+0:2],[C;+0:1]-[c;+0:2]>>C-C1(-C)-O-B(-[C;+0:1])-O-C-1(-C)-C.Cl-[c;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
238,C#C>>Br-[C;+0:1](-Br)=[C;+0:2],[C;+0:1]#[C;+0:2]>>Br-[C;+0:1](-Br)=[C;+0:2],"[(1, 2)]","{1: -1, 2: 1}"
239,CN>>O-B(-O)-[c;+0:1].[N;+0:2],[N;+0:2]-[c;+0:1]>>O-B(-O)-[c;+0:1].[N;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
240,O>>C-[Si](-C)(-C)-[O;+0:1],[O;+0:1]>>C-[Si](-C)(-C)-[O;+0:1],[1],{1: -1}
241,CC>>I-[C;+0:1].I-[c;+0:2],[C;+0:1]-[c;+0:2]>>I-[C;+0:1].I-[c;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
242,CN>>Cl-[C;+0:1].[N;+1:2],[C;+0:1]-[N;+0:2]>>Cl-[C;+0:1].[N;+1:2],"[(1, 2)]","{1: 0, 2: 2}"
243,C[N]:C:[NH]>>O-[C;+0:1]=O.[C@;+0:2]-[N;+0:3].[N;+0:4],[C;+0:2]-[n;+0:3]:[c;+0:1]:[n;+0:4]>>O-[C;+0:1]=O.[C@;+0:2]-[N;+0:3].[N;+0:4],"[(1, 3), (1, 4)]","{1: 0, 3: 1, 2: 0, 4: 2}"
