,Smiles_template,Smarts_template,edit_site,change_H
244,N>>[n;+0:1]-C-c1:c:c:c:c:c:1,[n;+0:1]>>[n;+0:1]-C-c1:c:c:c:c:c:1,[1],{1: -1}
245,c1cnoc1>>[C;+0:1]#[C;+0:2].[C;+0:3]=[N;+0:4]-[O;+0:5],[c;+0:1]1:[c;+0:2]:[o;+0:5]:[n;+0:4]:[c;+0:3]:1>>[C;+0:1]#[C;+0:2].[C;+0:3]=[N;+0:4]-[O;+0:5],"[(1, 3), (2, 5)]","{3: 1, 4: 0, 5: 1, 2: 0, 1: 0}"
246,C1CNCCN1>>[c;+0:1]1:[c;+0:2]:[n;+0:3]:[c;+0:4]:[c;+0:5]:[n;+0:6]:1,[C;+0:1]1-[C;+0:2]-[N;+0:3]-[C;+0:4]-[C;+0:5]-[N;+0:6]-1>>[c;+0:1]1:[c;+0:2]:[n;+0:3]:[c;+0:4]:[c;+0:5]:[n;+0:6]:1,"[(4, 5)]","{4: -1, 5: -1, 6: -1, 1: -1, 2: -1, 3: -1}"
247,COC>>I-[C;+0:1].[C@@;+0:2]-[O;+0:3],[C;+0:1]-[O;+0:3]-[C;+0:2]>>I-[C;+0:1].[C@@;+0:2]-[O;+0:3],"[(1, 3)]","{1: 0, 3: 1, 2: 0}"
248,CO>>I-[c;+0:1].[O;+0:2],[c;+0:1]-[O;+0:2]>>I-[c;+0:1].[O;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
249,C=O>>[C@@;+0:1]-[O;+0:2],[C;+0:1]=[O;+0:2]>>[C@@;+0:1]-[O;+0:2],"[(1, 2)]","{2: 1, 1: 1}"
250,CC>>C-O-N(-C)-[C;+0:1].[C;+0:2]-[Mg+],[C;+0:1]-[C;+0:2]>>C-O-N(-C)-[C;+0:1].[C;+0:2]-[Mg+],"[(1, 2)]","{1: 0, 2: 0}"
251,CNC>>Br-[C;+0:1].Br-[C;+0:2].[N;+0:3],[C;+0:1]-[N;+0:3]-[C;+0:2]>>Br-[C;+0:1].Br-[C;+0:2].[N;+0:3],"[(1, 3), (2, 3)]","{1: 0, 2: 0, 3: 2}"
252,CC>>C-C-C-C-[Sn](-[C;+0:1])(-C-C-C-C)-C-C-C-C.I-[c;+0:2],[C;+0:1]-[c;+0:2]>>C-C-C-C-[Sn](-[C;+0:1])(-C-C-C-C)-C-C-C-C.I-[c;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
253,CC>>C-[Sn](-C)(-C)-[c;+0:1].Cl-[c;+0:2],[c;+0:1]-[c;+0:2]>>C-[Sn](-C)(-C)-[c;+0:1].Cl-[c;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
254,C1CCNCC1>>[c;+0:1]1:[c;+0:2]:[c;+0:3]:[c;+0:4]:[c;+0:5]:[n;+0:6]:1,[C;+0:1]1-[C;+0:2]-[C;+0:3]-[C;+0:4]-[C;+0:5]-[N;+0:6]-1>>[c;+0:1]1:[c;+0:2]:[c;+0:3]:[c;+0:4]:[c;+0:5]:[n;+0:6]:1,"[(2, 3)]","{2: -1, 3: -1, 4: -1, 5: -1, 6: -1, 1: -1}"
255,CCN>>O=[C;+0:1].[C;+0:2].[N;+0:3],[C;+0:2]-[C;+0:1]-[N;+0:3]>>O=[C;+0:1].[C;+0:2].[N;+0:3],"[(1, 3), (1, 2)]","{1: 0, 3: 1, 2: 1}"
256,CC>>C-C-C-C-[Sn](-[c;+0:1])(-C-C-C-C)-C-C-C-C.F-C(-F)(-F)-S(=O)(=O)-O-[c;+0:2],[c;+0:1]-[c;+0:2]>>C-C-C-C-[Sn](-[c;+0:1])(-C-C-C-C)-C-C-C-C.F-C(-F)(-F)-S(=O)(=O)-O-[c;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
257,CN>>F-[c;+0:1].[n;+0:2],[c;+0:1]-[n;+0:2]>>F-[c;+0:1].[n;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
258,CC>>F-C(-F)(-F)-S(=O)(=O)-O-[c;+0:1].[C;+0:2],[C;+0:2]-[c;+0:1]>>F-C(-F)(-F)-S(=O)(=O)-O-[c;+0:1].[C;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
259,NCN>>[C;+0:1]=[N;+0:2].[n;+0:3],[N;+0:2]-[C;+0:1]-[n;+0:3]>>[C;+0:1]=[N;+0:2].[n;+0:3],"[(1, 3)]","{2: -1, 1: 0, 3: 1}"
260,CC>>Br-[C;+0:1].I-[c;+0:2],[C;+0:1]-[c;+0:2]>>Br-[C;+0:1].I-[c;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
261,O=S>>O-[O;+0:1].[S;+0:2],[O;+0:1]=[S;+0:2]>>O-[O;+0:1].[S;+0:2],"[(1, 2)]","{1: 1, 2: 0}"
262,C1CCNCC1>>[c;+0:1]1:[c;+0:2]:[c;+0:3]:[n;+0:4]:[c;+0:5]:[c;+0:6]:1,[C;+0:1]1-[C;+0:2]-[C;+0:3]-[N;+0:4]-[C;+0:5]-[C;+0:6]-1>>[c;+0:1]1:[c;+0:2]:[c;+0:3]:[n;+0:4]:[c;+0:5]:[c;+0:6]:1,"[(1, 2)]","{1: -1, 2: -1, 3: -1, 4: -1, 5: -1, 6: -1}"
263,CN>>O=C(-[C;+0:1])-[N;+0:2],[C;+0:1]-[N;+0:2]>>O=C(-[C;+0:1])-[N;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
264,COC>>F-[c;+0:1].[C@;+0:2]-[O;+0:3],[c;+0:1]-[O;+0:3]-[C;+0:2]>>F-[c;+0:1].[C@;+0:2]-[O;+0:3],"[(1, 3)]","{1: 0, 3: 1, 2: 0}"
265,CC>>Br-[c;+0:1].C-O-N(-C)-[C;+0:2],[C;+0:2]-[c;+0:1]>>Br-[c;+0:1].C-O-N(-C)-[C;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
266,[NH]:C:[NH]>>O=[C;+0:1].[N;+0:2].[N;+0:3],[n;+0:2]:[c;+0:1]:[n;+0:3]>>O=[C;+0:1].[N;+0:2].[N;+0:3],"[(1, 2), (1, 3)]","{1: 1, 2: 2, 3: 1}"
267,CC>>C-[Sn](-C)(-C)-[c;+0:1].I-[c;+0:2],[c;+0:1]-[c;+0:2]>>C-[Sn](-C)(-C)-[c;+0:1].I-[c;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
268,CC>>Br-[c;+0:1].[Mg+]-[c;+0:2],[c;+0:1]-[c;+0:2]>>Br-[c;+0:1].[Mg+]-[c;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
269,CP=O>>C-C-[O;+0:1]-[P;+0:2].I-[C;+0:3],[O;+0:1]=[P;+0:2]-[C;+0:3]>>C-C-[O;+0:1]-[P;+0:2].I-[C;+0:3],"[(3, 2)]","{1: 0, 2: 0, 3: 0}"
270,c1cnoc1>>[C;+0:1]#[C;+0:2].[C;+0:3]=[N;+0:4]/[O;+0:5],[c;+0:1]1:[c;+0:2]:[o;+0:5]:[n;+0:4]:[c;+0:3]:1>>[C;+0:1]#[C;+0:2].[C;+0:3]=[N;+0:4]/[O;+0:5],"[(1, 3), (2, 5)]","{1: 0, 2: 0, 5: 1, 4: 0, 3: 1}"
271,C>>C-C(-C)(-C)-O-C(=O)-[C;+0:1],[C;+0:1]>>C-C(-C)(-C)-O-C(=O)-[C;+0:1],[1],{1: -1}
272,[c;+0:1]1:[c;+0:2]:[c;+0:3]:[c;+0:4]:[n;+0:5]:1>>O=[C;+0:1]-[C;+0:2]-[C;+0:3]-[C;+0:4]=O.[N;+1:5],[c;+0:1]1:[c;+0:2]:[c;+0:3]:[c;+0:4]:[n;+0:5]:1>>O=[C;+0:1]-[C;+0:2]-[C;+0:3]-[C;+0:4]=O.[N;+1:5],"[(1, 5), (4, 5)]","{1: 0, 2: 1, 3: 1, 4: 0, 5: 3}"
273,O>>C-O-c1:c:c:c(-C-[O;+0:1]):c:c:1,[O;+0:1]>>C-O-c1:c:c:c(-C-[O;+0:1]):c:c:1,[1],{1: -1}
274,NCN>>C-[Si](-C)(-C)-[N;+0:1]=[C;+0:2].[N;+0:3],[N;+0:3]-[C;+0:2]-[N;+0:1]>>C-[Si](-C)(-C)-[N;+0:1]=[C;+0:2].[N;+0:3],"[(2, 3)]","{1: -2, 2: 0, 3: 1}"
275,CN>>F-[c;+0:1].[N;-1:2],[c;+0:1]-[N;+0:2]>>F-[c;+0:1].[N;-1:2],"[(1, 2)]","{1: 0, 2: 0}"
276,C>>O=C(-[C@;+0:1])-O-C-c1:c:c:c:c:c:1,[C;+0:1]>>O=C(-[C@;+0:1])-O-C-c1:c:c:c:c:c:1,[1],{1: -1}
277,CO>>Br-[C@@;+0:1].[O;+0:2],[C;+0:1]-[O;+0:2]>>Br-[C@@;+0:1].[O;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
278,C>>Br-[C;+0:1],[C;+0:1]>>Br-[C;+0:1],[1],{1: -1}
279,CS>>Br-[c;+0:1].[S;-1:2],[c;+0:1]-[S;+0:2]>>Br-[c;+0:1].[S;-1:2],"[(1, 2)]","{1: 0, 2: 0}"
280,CO>>F-[c;+0:1].[O;-1:2],[c;+0:1]-[O;+0:2]>>F-[c;+0:1].[O;-1:2],"[(1, 2)]","{1: 0, 2: 0}"
281,[c;+0:1]1:[c;+0:2]:[n;+0:3]:[n;+0:4]:[n;+0:5]:1>>[C;+0:1]#[C;+0:2].[N;+0:3]=[N;+1:4]=[N;-1:5],[c;+0:1]1:[c;+0:2]:[n;+0:3]:[n;+0:4]:[n;+0:5]:1>>[C;+0:1]#[C;+0:2].[N;+0:3]=[N;+1:4]=[N;-1:5],"[(2, 3), (1, 5)]","{3: 0, 4: 0, 5: 0, 1: 0, 2: 0}"
282,CS>>Cl-[C@;+0:1].[S;+0:2],[C;+0:1]-[S;+0:2]>>Cl-[C@;+0:1].[S;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
283,c1cscn1>>Cl-[C;+0:1]-[C;+0:2]=O.[N;+0:3]-[C;+0:4]=[S;+0:5],[c;+0:1]1:[c;+0:2]:[n;+0:3]:[c;+0:4]:[s;+0:5]:1>>Cl-[C;+0:1]-[C;+0:2]=O.[N;+0:3]-[C;+0:4]=[S;+0:5],"[(2, 3), (1, 5)]","{2: 0, 1: 1, 5: 0, 4: 0, 3: 2}"
284,NS>>F-[S;+0:1].[N;+0:2],[S;+0:1]-[N;+0:2]>>F-[S;+0:1].[N;+0:2],"[(2, 1)]","{1: 0, 2: 1}"
285,CC>>C-C1(-C)-O-B(-[C;+0:1])-O-C-1(-C)-C.F-C(-F)(-F)-S(=O)(=O)-O-[c;+0:2],[C;+0:1]-[c;+0:2]>>C-C1(-C)-O-B(-[C;+0:1])-O-C-1(-C)-C.F-C(-F)(-F)-S(=O)(=O)-O-[c;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
286,CC>>C-C1(-C)-O-B(-[c;+0:1])-O-C-1(-C)-C.F-C(-F)(-F)-S(=O)(=O)-O-[C;+0:2],[C;+0:2]-[c;+0:1]>>C-C1(-C)-O-B(-[c;+0:1])-O-C-1(-C)-C.F-C(-F)(-F)-S(=O)(=O)-O-[C;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
287,C1CO1>>C-C(=O)-O-[O;+0:1].[C;+0:2]=[C;+0:3],[C;+0:2]1-[C;+0:3]-[O;+0:1]-1>>C-C(=O)-O-[O;+0:1].[C;+0:2]=[C;+0:3],"[(2, 1), (3, 1)]","{1: 1, 2: 0, 3: 0}"
288,CN>>F-[C;+0:1].[N;+0:2],[C;+0:1]-[N;+0:2]>>F-[C;+0:1].[N;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
289,C>>F-[c;+0:1],[c;+0:1]>>F-[c;+0:1],[1],{1: -1}
290,CCCC>>[C;+0:1]=[C;+0:2]-[C;+0:3]-[C;+0:4],[C;+0:1]-[C;+0:2]-[C;+0:3]-[C;+0:4]>>[C;+0:1]=[C;+0:2]-[C;+0:3]-[C;+0:4],"[(1, 2)]","{3: 0, 2: -1, 1: -1, 4: 0}"
291,CN>>Cl-[C;+0:1].[N;-1:2],[C;+0:1]-[N;+0:2]>>Cl-[C;+0:1].[N;-1:2],"[(1, 2)]","{1: 0, 2: 0}"
292,P>>Cl-[P;+0:1],[P;+0:1]>>Cl-[P;+0:1],[1],{1: -1}
293,CO>>O-[C@;+0:1].[O;+0:2],[C;+0:1]-[O;+0:2]>>O-[C@;+0:1].[O;+0:2],"[(1, 2)]","{2: 1, 1: 0}"
294,[c;+0:4]1:[n;+0:1]:[n;+0:2]:[n;+0:3]:[n;+0:5]:1>>C-C-C-C-[Sn](-C-C-C-C)(-C-C-C-C)-[N;+0:1]=[N;+1:2]=[N;-1:3].[C;+0:4]#[N;+0:5],[c;+0:4]1:[n;+0:1]:[n;+0:2]:[n;+0:3]:[n;+0:5]:1>>C-C-C-C-[Sn](-C-C-C-C)(-C-C-C-C)-[N;+0:1]=[N;+1:2]=[N;-1:3].[C;+0:4]#[N;+0:5],"[(4, 1), (3, 5)]","{1: -1, 2: 0, 3: 0, 5: 0, 4: 0}"
295,N>>[n;+0:1]-C1-C-C-C-C-O-1,[n;+0:1]>>[n;+0:1]-C1-C-C-C-C-O-1,[1],{1: -1}
296,C>>O-[C@;+0:1],[C;+0:1]>>O-[C@;+0:1],[1],{1: -1}
297,CC>>I-[c;+0:1].O-B(-O)-[C;+0:2],[C;+0:2]-[c;+0:1]>>I-[c;+0:1].O-B(-O)-[C;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
298,[CH2]:N:C:[NH]>>O-[C;+0:1].[N;+0:2].O=[C;+0:3]-[N;+0:4],[c;+0:1]:[n;+0:4]:[c;+0:3]:[n;+0:2]>>O-[C;+0:1].[N;+0:2].O=[C;+0:3]-[N;+0:4],"[(3, 2), (1, 4)]","{3: 0, 4: 1, 1: 0, 2: 2}"
299,CN>>C-C-C-O-[C;+0:1].[N;+0:2],[C;+0:1]-[N;+0:2]>>C-C-C-O-[C;+0:1].[N;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
300,CC>>Br-[C;+0:1].C-[Si](-C)(-C)-[C;+0:2],[C;+0:1]-[C;+0:2]>>Br-[C;+0:1].C-[Si](-C)(-C)-[C;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
301,c1cncnc1>>O=[C;+0:1]-[C;+0:2]-[C;+0:3]=O.[N;+0:4]=[C;+0:5]-[N;+0:6],[c;+0:1]1:[c;+0:2]:[c;+0:3]:[n;+0:4]:[c;+0:5]:[n;+0:6]:1>>O=[C;+0:1]-[C;+0:2]-[C;+0:3]=O.[N;+0:4]=[C;+0:5]-[N;+0:6],"[(1, 6), (3, 4)]","{1: 0, 2: 1, 3: 0, 4: 1, 5: 0, 6: 2}"
302,CN>>C-C(-C)(-C)-C(=O)-O-[C;+0:1].[N;+0:2],[C;+0:1]-[N;+0:2]>>C-C(-C)(-C)-C(=O)-O-[C;+0:1].[N;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
303,CN>>Cl-[c;+0:1].[N;-1:2],[c;+0:1]-[N;+0:2]>>Cl-[c;+0:1].[N;-1:2],"[(1, 2)]","{1: 0, 2: 0}"
304,CC>>Cl-[c;+0:1].[C;+0:2]-[Mg+],[c;+0:1]-[C;+0:2]>>Cl-[c;+0:1].[C;+0:2]-[Mg+],"[(1, 2)]","{1: 0, 2: 0}"
305,CC>>C-C1(-C)-O-B(-[c;+0:1])-O-C-1(-C)-C.F-C(-F)(-F)-S(=O)(=O)-O-[c;+0:2],[c;+0:2]-[c;+0:1]>>C-C1(-C)-O-B(-[c;+0:1])-O-C-1(-C)-C.F-C(-F)(-F)-S(=O)(=O)-O-[c;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
306,[CH2]:C:N:[CH2]>>F-[c;+0:1].[C;+0:2]=[C;+0:3]-[N;+0:4],[c;+0:1]:[n;+0:4]:[c;+0:3]:[c;+0:2]>>F-[c;+0:1].[C;+0:2]=[C;+0:3]-[N;+0:4],"[(1, 4)]","{1: 0, 2: 0, 3: 0, 4: 1}"
307,[c;+0:1]1:[c;+0:2]:[n;+0:5]:[c;+0:4]:[n;+0:3]:1>>Br-[C;+0:1]-[C;+0:2]=O.[N;+0:3]=[C;+0:4]-[N;+0:5],[c;+0:1]1:[c;+0:2]:[n;+0:5]:[c;+0:4]:[n;+0:3]:1>>Br-[C;+0:1]-[C;+0:2]=O.[N;+0:3]=[C;+0:4]-[N;+0:5],"[(2, 5), (1, 3)]","{2: 0, 1: 1, 3: 1, 4: 0, 5: 1}"
308,N>>O=C(-[N;+0:1])-O-C-C1-c2:c:c:c:c:c:2-c2:c:c:c:c:c:2-1,[N;+0:1]>>O=C(-[N;+0:1])-O-C-C1-c2:c:c:c:c:c:2-c2:c:c:c:c:c:2-1,[1],{1: -1}
309,C[CH]:C:C:[CH]O>>[C;+0:1]-[O;+0:2]-[c;+0:3]:[c;+0:4]:[c;+0:5]:[c;+0:6],[C;+0:1]-[c;+0:6]:[c;+0:5]:[c;+0:4]:[c;+0:3]-[O;+0:2]>>[C;+0:1]-[O;+0:2]-[c;+0:3]:[c;+0:4]:[c;+0:5]:[c;+0:6],"[2, (1, 6)]","{1: 0, 6: 1, 5: 0, 4: 0, 3: 0, 2: -1}"
310,CN>>C-C(-Cl)-O-[C;+0:1].[N;+0:2],[C;+0:1]-[N;+0:2]>>C-C(-Cl)-O-[C;+0:1].[N;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
311,CCO>>[C;+0:1]-[C;+0:2]=[O;+0:3],[C;+0:1]-[C;+0:2]-[O;+0:3]>>[C;+0:1]-[C;+0:2]=[O;+0:3],"[(2, 3)]","{1: 0, 2: -1, 3: -1}"
312,C=C>>C-[P+](-C)(-C)-[C;+0:1].O=[C;+0:2],[C;+0:1]=[C;+0:2]>>C-[P+](-C)(-C)-[C;+0:1].O=[C;+0:2],"[(1, 2)]","{1: 1, 2: 0}"
313,CC>>Br-[c;+0:1].[C;+0:2]-[Mg+],[c;+0:1]-[C;+0:2]>>Br-[c;+0:1].[C;+0:2]-[Mg+],"[(1, 2)]","{1: 0, 2: 0}"
314,CO>>I-[c;+0:1].[O;-1:2],[c;+0:1]-[O;+0:2]>>I-[c;+0:1].[O;-1:2],"[(1, 2)]","{2: 0, 1: 0}"
315,CNC>>O=[C;+0:1].[C@@;+0:2]-[N;+0:3],[C;+0:1]-[N;+0:3]-[C;+0:2]>>O=[C;+0:1].[C@@;+0:2]-[N;+0:3],"[(1, 3)]","{1: -1, 3: 1, 2: 0}"
316,CCCN>>C-O-[C;+0:1]-[C;+0:2].[N;+0:3].[c;+0:4],[N;+0:3]-[C;+0:1]-[C;+0:2]-[c;+0:4]>>C-O-[C;+0:1]-[C;+0:2].[N;+0:3].[c;+0:4],"[(1, 3), (2, 4)]","{1: 0, 2: 1, 4: 1, 3: 1}"
317,CN>>O=C(-O-C-c1:c:c:c:c:c:1)-[N;+0:1]-[C;+0:2],[C;+0:2]-[N;+0:1]>>O=C(-O-C-c1:c:c:c:c:c:1)-[N;+0:1]-[C;+0:2],[1],"{1: -1, 2: 0}"
318,CN>>C-C(=O)-O-[C;+0:1].[n;+0:2],[C;+0:1]-[n;+0:2]>>C-C(=O)-O-[C;+0:1].[n;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
319,CC>>Cl-[C;+0:1].[C;+0:2],[C;+0:1]-[C;+0:2]>>Cl-[C;+0:1].[C;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
320,CC=N>>O=[C;+0:1]-[N;+0:2].[c;+0:3],[N;+0:2]=[C;+0:1]-[c;+0:3]>>O=[C;+0:1]-[N;+0:2].[c;+0:3],"[(1, 3)]","{1: 0, 2: 1, 3: 1}"
321,CC>>Br-[c;+0:1].Br-[c;+0:2],[c;+0:1]-[c;+0:2]>>Br-[c;+0:1].Br-[c;+0:2],"[(1, 2)]","{2: 0, 1: 0}"
322,CO>>C-C(-C)(-C)-O-[C;+0:1]=[O;+0:2],[C;+0:1]-[O;+0:2]>>C-C(-C)(-C)-O-[C;+0:1]=[O;+0:2],"[(1, 2)]","{1: -2, 2: -1}"
323,CO>>O-[c;+0:1].[O;+0:2],[c;+0:1]-[O;+0:2]>>O-[c;+0:1].[O;+0:2],"[(1, 2)]","{2: 1, 1: 0}"
324,OBO>>C-C1(-C)-[O;+0:1]-[B;+0:2]-[O;+0:3]-C-1(-C)-C,[O;+0:1]-[B;+0:2]-[O;+0:3]>>C-C1(-C)-[O;+0:1]-[B;+0:2]-[O;+0:3]-C-1(-C)-C,"[1, 3]","{1: -1, 2: 0, 3: -1}"
325,CN>>C-C-C-C-C-C-C-C-C-C-C-C-O-[C;+0:1].[N;+0:2],[C;+0:1]-[N;+0:2]>>C-C-C-C-C-C-C-C-C-C-C-C-O-[C;+0:1].[N;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
326,CC>>C-C-C-C-[Sn](-[c;+0:1])(-C-C-C-C)-C-C-C-C.F-C(-F)(-F)-S(=O)(=O)-O-[C;+0:2],[C;+0:2]-[c;+0:1]>>C-C-C-C-[Sn](-[c;+0:1])(-C-C-C-C)-C-C-C-C.F-C(-F)(-F)-S(=O)(=O)-O-[C;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
327,C[NH3+]>>Cl-[c;+0:1].[N;+0:2],[c;+0:1]-[N;+1:2]>>Cl-[c;+0:1].[N;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
328,CCN>>O=[C;+0:1].[c;+0:2].[n;+0:3],[c;+0:2]-[C;+0:1]-[n;+0:3]>>O=[C;+0:1].[c;+0:2].[n;+0:3],"[(1, 2), (1, 3)]","{1: 0, 2: 1, 3: 1}"
329,CC>>Br-[C;+0:1].C-C1(-C)-O-B(-[c;+0:2])-O-C-1(-C)-C,[C;+0:1]-[c;+0:2]>>Br-[C;+0:1].C-C1(-C)-O-B(-[c;+0:2])-O-C-1(-C)-C,"[(1, 2)]","{1: 0, 2: 0}"
330,CC>>Br-[C;+0:1].Cl-[C;+0:2],[C;+0:1]-[C;+0:2]>>Br-[C;+0:1].Cl-[C;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
331,[CH2]:[SH]:[NH]>>[C;+0:1]=[S;+0:2].[N;+0:3],[c;+0:1]:[s;+0:2]:[n;+0:3]>>[C;+0:1]=[S;+0:2].[N;+0:3],"[(3, 2)]","{1: 0, 2: 0, 3: 2}"
332,CCC>>[C;+0:1]=[C;+0:2]/[C@@;+0:3],[C;+0:1]-[C;+0:2]-[C;+0:3]>>[C;+0:1]=[C;+0:2]/[C@@;+0:3],"[(1, 2)]","{1: -1, 2: -1, 3: 0}"
333,CC>>C-C(=O)-O-[C;+0:1].[c;+0:2],[C;+0:1]-[c;+0:2]>>C-C(=O)-O-[C;+0:1].[c;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
334,[CH2]:C:C:C:[NH]>>O=[C;+0:1]/[C;+0:2]=[C;+0:3].[N;+0:4].[c;+0:5],[n;+0:4]:[c;+0:3]:[c;+0:2]:[c;+0:1]:[c;+0:5]>>O=[C;+0:1]/[C;+0:2]=[C;+0:3].[N;+0:4].[c;+0:5],"[(1, 5), (3, 4)]","{1: 0, 2: 0, 3: 1, 4: 2, 5: 1}"
335,CO>>Br-[C@;+0:1].[O;+0:2],[C;+0:1]-[O;+0:2]>>Br-[C@;+0:1].[O;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
336,[NH]:C:[NH]>>[C;+0:1](-n1:c:c:n:c:1)-n1:c:c:n:c:1.[N;+0:2].[N;+0:3],[n;+0:2]:[c;+0:1]:[n;+0:3]>>[C;+0:1](-n1:c:c:n:c:1)-n1:c:c:n:c:1.[N;+0:2].[N;+0:3],"[(1, 2), (1, 3)]","{2: 1, 3: 1, 1: 0}"
337,O>>O=C(-[O;+0:1])-c1:c:c:c:c:c:1,[O;+0:1]>>O=C(-[O;+0:1])-c1:c:c:c:c:c:1,[1],{1: -1}
338,C>>I-[c;+0:1],[c;+0:1]>>I-[c;+0:1],[1],{1: -1}
339,CCN>>O-[C;+0:1]-[C;+0:2].[N;+0:3],[C;+0:2]-[C;+0:1]-[N;+0:3]>>O-[C;+0:1]-[C;+0:2].[N;+0:3],"[(1, 3)]","{1: 0, 2: 0, 3: 1}"
340,CP=O>>Br-[C;+0:1].C-C-[O;+0:2]-[P;+0:3],[C;+0:1]-[P;+0:3]=[O;+0:2]>>Br-[C;+0:1].C-C-[O;+0:2]-[P;+0:3],"[(1, 3)]","{1: 0, 3: 0, 2: 0}"
341,CN>>O-[C;+0:1].[n;+0:2],[C;+0:1]-[n;+0:2]>>O-[C;+0:1].[n;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
342,CNC>>Cl-[c;+0:1].[C@;+0:2]-[N;+0:3],[c;+0:1]-[N;+0:3]-[C;+0:2]>>Cl-[c;+0:1].[C@;+0:2]-[N;+0:3],"[(1, 3)]","{1: 0, 3: 1, 2: 0}"
343,CC>>Br-[c;+0:1].C-B1-O-B(-C)-O-B(-[C;+0:2])-O-1,[C;+0:2]-[c;+0:1]>>Br-[c;+0:1].C-B1-O-B(-C)-O-B(-[C;+0:2])-O-1,"[(1, 2)]","{1: 0, 2: 0}"
344,N=CN>>[C;+0:1]#[N;+0:2].[N;+0:3],[N;+0:2]=[C;+0:1]-[N;+0:3]>>[C;+0:1]#[N;+0:2].[N;+0:3],"[(1, 3)]","{3: 1, 1: 0, 2: -1}"
345,CC>>Br-[C;+0:1].[C;+0:2]-[Mg+],[C;+0:1]-[C;+0:2]>>Br-[C;+0:1].[C;+0:2]-[Mg+],"[(1, 2)]","{1: 0, 2: 0}"
346,C[SnH]>>Cl-[Sn;+0:1].[c;+0:2],[Sn;+0:1]-[c;+0:2]>>Cl-[Sn;+0:1].[c;+0:2],"[(2, 1)]","{1: 0, 2: 1}"
347,C>>O-[C@@;+0:1],[C;+0:1]>>O-[C@@;+0:1],[1],{1: -1}
348,CC>>Br-[c;+0:1].[c;+0:2]-B1-O-C-C-N(-c2:c:c:c:c:c:2)-C-C-O-1,[c;+0:1]-[c;+0:2]>>Br-[c;+0:1].[c;+0:2]-B1-O-C-C-N(-c2:c:c:c:c:c:2)-C-C-O-1,"[(1, 2)]","{1: 0, 2: 0}"
