,Smiles_template,Smarts_template,edit_site,change_H
454,COC>>F-[c;+0:1].[C@@;+0:2]-[O;+0:3],[c;+0:1]-[O;+0:3]-[C;+0:2]>>F-[c;+0:1].[C@@;+0:2]-[O;+0:3],"[(1, 3)]","{1: 0, 3: 1, 2: 0}"
455,CNC>>Br-[C;+0:1].Cl-[C;+0:2].[N;+0:3],[C;+0:1]-[N;+0:3]-[C;+0:2]>>Br-[C;+0:1].Cl-[C;+0:2].[N;+0:3],"[(2, 3), (1, 3)]","{2: 0, 1: 0, 3: 2}"
456,CCNCN>>[C;+0:1]=[N;+0:2]-[C@;+0:3]-[C@@;+0:4].[N;+0:5],[C;+0:4]-[C;+0:3]-[N;+0:2]-[C;+0:1]-[N;+0:5]>>[C;+0:1]=[N;+0:2]-[C@;+0:3]-[C@@;+0:4].[N;+0:5],"[(1, 5)]","{5: 1, 1: 0, 2: -1, 3: 0, 4: 0}"
457,CC>>Cl-[C;+0:1].[C;+0:2]-[Cu],[C;+0:1]-[C;+0:2]>>Cl-[C;+0:1].[C;+0:2]-[Cu],"[(1, 2)]","{1: 0, 2: 0}"
458,CS>>I-[C;+0:1].[S;-1:2],[C;+0:1]-[S;+0:2]>>I-[C;+0:1].[S;-1:2],"[(1, 2)]","{1: 0, 2: 0}"
459,[C-]#[NH+]>>O=[C;+0:1]-[N;+0:2],[C;-1:1]#[N;+1:2]>>O=[C;+0:1]-[N;+0:2],"[(1, 2)]","{1: 1, 2: 1}"
460,CNC>>Cl-[C;+0:1].[C@@;+0:2]-[N;+0:3],[C;+0:1]-[N;+0:3]-[C;+0:2]>>Cl-[C;+0:1].[C@@;+0:2]-[N;+0:3],"[(1, 3)]","{1: 0, 3: 1, 2: 0}"
461,CC>>Br-[c;+0:1].Cl-[c;+0:2],[c;+0:1]-[c;+0:2]>>Br-[c;+0:1].Cl-[c;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
462,CCO>>Cl-[C;+0:1]-[C@;+0:2].[O;+0:3],[C;+0:2]-[C;+0:1]-[O;+0:3]>>Cl-[C;+0:1]-[C@;+0:2].[O;+0:3],"[(1, 3)]","{1: 0, 2: 0, 3: 1}"
463,CN>>C-O-[C;+0:1].[N;+1:2],[C;+0:1]-[N;+0:2]>>C-O-[C;+0:1].[N;+1:2],"[(1, 2)]","{1: 0, 2: 2}"
464,CC>>C-N(-C)-[C;+0:1].Cl-[c;+0:2],[C;+0:1]-[c;+0:2]>>C-N(-C)-[C;+0:1].Cl-[c;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
465,[c;+0:3]1:[c;+0:4]:[n;+0:2]:[n;+0:1]:[n;+0:5]:1>>C-[Si](-C)(-C)-N=[N;+1:1]=[N;-1:2].[C;+0:3]#[C;+0:4].[N;+0:5],[c;+0:3]1:[c;+0:4]:[n;+0:2]:[n;+0:1]:[n;+0:5]:1>>C-[Si](-C)(-C)-N=[N;+1:1]=[N;-1:2].[C;+0:3]#[C;+0:4].[N;+0:5],"[(1, 5), (4, 2), (3, 5)]","{1: 0, 2: 0, 4: 0, 3: 0, 5: 2}"
466,C[SnH]>>Cl-[Sn;+0:1].I-[c;+0:2],[Sn;+0:1]-[c;+0:2]>>Cl-[Sn;+0:1].I-[c;+0:2],"[(2, 1)]","{1: 0, 2: 0}"
467,CN>>C-C(=O)-[N;+0:1]-[C;+0:2],[C;+0:2]-[N;+0:1]>>C-C(=O)-[N;+0:1]-[C;+0:2],[1],"{1: -1, 2: 0}"
468,CN>>C=C1-C-N-C(-O-[C;+0:1])-O-1.[N;+0:2],[C;+0:1]-[N;+0:2]>>C=C1-C-N-C(-O-[C;+0:1])-O-1.[N;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
469,N>>C-C(=O)-[n;+0:1],[n;+0:1]>>C-C(=O)-[n;+0:1],[1],{1: -1}
470,C[SnH]>>Br-[Sn;+0:1].[c;+0:2],[Sn;+0:1]-[c;+0:2]>>Br-[Sn;+0:1].[c;+0:2],"[(2, 1)]","{1: 0, 2: 1}"
471,[NH]:C(:[NH])N>>S=[C;+0:1]=[N;+0:2].[N;+0:3].[N;+0:4],[N;+0:2]-[c;+0:1](:[n;+0:3]):[n;+0:4]>>S=[C;+0:1]=[N;+0:2].[N;+0:3].[N;+0:4],"[(1, 3), (1, 4)]","{1: 0, 2: -1, 3: 1, 4: 2}"
472,CN>>F-C(-F)(-F)-C(=O)-[N;+0:1]-[C@@;+0:2],[C;+0:2]-[N;+0:1]>>F-C(-F)(-F)-C(=O)-[N;+0:1]-[C@@;+0:2],[1],"{1: -1, 2: 0}"
473,CN>>C-S(=O)(=O)-O-[C@@;+0:1].[N;+0:2],[C;+0:1]-[N;+0:2]>>C-S(=O)(=O)-O-[C@@;+0:1].[N;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
474,O>>O-[O;+0:1],[O;+0:1]>>O-[O;+0:1],[1],{1: -1}
475,CNC>>Br-[C;+0:1].[C;+0:2]-[N;+0:3],[C;+0:1]-[N;+0:3]-[C;+0:2]>>Br-[C;+0:1].[C;+0:2]-[N;+0:3],"[(1, 3)]","{1: 0, 3: 1, 2: 0}"
476,[CH2]:C(O):C:C:[NH]>>C-C-O-[C;+0:1](=[O;+0:2])-[C;+0:3]-[C;+0:4]=O.[N;+0:5].[c;+0:6],[O;+0:2]-[c;+0:1](:[c;+0:6]):[c;+0:3]:[c;+0:4]:[n;+0:5]>>C-C-O-[C;+0:1](=[O;+0:2])-[C;+0:3]-[C;+0:4]=O.[N;+0:5].[c;+0:6],"[(1, 6), (4, 5)]","{1: 0, 2: -1, 3: 1, 4: 0, 5: 2, 6: 1}"
477,CC>>F-C(-F)(-F)-S(=O)(=O)-O-[C;+0:1].O-B(-O)-[C;+0:2],[C;+0:1]-[C;+0:2]>>F-C(-F)(-F)-S(=O)(=O)-O-[C;+0:1].O-B(-O)-[C;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
478,CO>>C-C-O-C(=O)-O-[C;+0:1]=[O;+0:2],[C;+0:1]-[O;+0:2]>>C-C-O-C(=O)-O-[C;+0:1]=[O;+0:2],"[(1, 2)]","{1: -2, 2: -1}"
479,CC>>Cl-[C;+0:1].I-[c;+0:2],[C;+0:1]-[c;+0:2]>>Cl-[C;+0:1].I-[c;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
480,CN>>O=C1-[N;+0:1](-[C;+0:2])-C(=O)-c2:c:c:c:c:c:2-1,[C;+0:2]-[N;+0:1]>>O=C1-[N;+0:1](-[C;+0:2])-C(=O)-c2:c:c:c:c:c:2-1,[1],"{1: -2, 2: 0}"
481,CC>>I-[C;+0:1].O-B(-O)-[c;+0:2],[C;+0:1]-[c;+0:2]>>I-[C;+0:1].O-B(-O)-[c;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
482,C1CO1>>C-C(-C)(-C)-O-[O;+0:1].[C;+0:2]=[C;+0:3],[C;+0:2]1-[C;+0:3]-[O;+0:1]-1>>C-C(-C)(-C)-O-[O;+0:1].[C;+0:2]=[C;+0:3],"[(2, 1), (3, 1)]","{1: 1, 2: 0, 3: 0}"
483,CNC>>O-[C;+0:1].[C@;+0:2]-[N;+0:3],[C;+0:1]-[N;+0:3]-[C;+0:2]>>O-[C;+0:1].[C@;+0:2]-[N;+0:3],"[(1, 3)]","{1: 0, 3: 1, 2: 0}"
484,BC>>C-C1(-C)-O-B(-[B;+0:1])-O-C-1(-C)-C.I-[c;+0:2],[B;+0:1]-[c;+0:2]>>C-C1(-C)-O-B(-[B;+0:1])-O-C-1(-C)-C.I-[c;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
485,C[SH]=O>>I-[C;+0:1].[O;+0:2]-[S;+0:3],[C;+0:1]-[S;+0:3]=[O;+0:2]>>I-[C;+0:1].[O;+0:2]-[S;+0:3],"[(1, 3)]","{1: 0, 3: 0, 2: 1}"
486,CCl>>Cl-C(-Cl)(-Cl)-[Cl;+0:1].O-[C@;+0:2],[C;+0:2]-[Cl;+0:1]>>Cl-C(-Cl)(-Cl)-[Cl;+0:1].O-[C@;+0:2],"[(2, 1)]","{1: 0, 2: 0}"
487,OBO>>C-C1(-C)-[C@@H]2-C-[C@@H]3-[O;+0:1]-[B;+0:2]-[O;+0:3]-[C@@]-3(-C)-[C@H]-1-C-2,[O;+0:1]-[B;+0:2]-[O;+0:3]>>C-C1(-C)-[C@@H]2-C-[C@@H]3-[O;+0:1]-[B;+0:2]-[O;+0:3]-[C@@]-3(-C)-[C@H]-1-C-2,"[1, 3]","{1: -1, 2: 0, 3: -1}"
488,C1CC1>>I-[C;+0:1]-I.[C;+0:2]=[C;+0:3],[C;+0:1]1-[C;+0:2]-[C;+0:3]-1>>I-[C;+0:1]-I.[C;+0:2]=[C;+0:3],"[(1, 2), (1, 3)]","{1: 0, 2: 0, 3: 0}"
489,C1CN1>>C-S(=O)(=O)-O-[C;+0:1]-[C@;+0:2]-[N;+0:3],[C;+0:1]1-[C;+0:2]-[N;+0:3]-1>>C-S(=O)(=O)-O-[C;+0:1]-[C@;+0:2]-[N;+0:3],"[(1, 3)]","{1: 0, 2: 0, 3: 1}"
490,O=S>>Cl-c1:c:c:c:c:c:1-C(=O)-O-[O;+0:1].[S;+0:2],[O;+0:1]=[S;+0:2]>>Cl-c1:c:c:c:c:c:1-C(=O)-O-[O;+0:1].[S;+0:2],"[(1, 2)]","{1: 1, 2: 0}"
491,COC>>Cl-[C;+0:1].[C@@;+0:2]-[O;+0:3],[C;+0:1]-[O;+0:3]-[C;+0:2]>>Cl-[C;+0:1].[C@@;+0:2]-[O;+0:3],"[(1, 3)]","{1: 0, 3: 1, 2: 0}"
492,CC>>C-C1(-C)-O-B(-[c;+0:1])-O-C-1(-C)-C.Cl-[C;+0:2],[C;+0:2]-[c;+0:1]>>C-C1(-C)-O-B(-[c;+0:1])-O-C-1(-C)-C.Cl-[C;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
493,S>>C-N(-C)-C(=O)-[S;+0:1],[S;+0:1]>>C-N(-C)-C(=O)-[S;+0:1],[1],{1: -1}
494,S>>Cl-[S;+0:1](=O)=O,[S;+0:1]>>Cl-[S;+0:1](=O)=O,[1],{1: -1}
495,C[CH](N)[CH](C)C>>O=[C;+0:1](-[C;+0:2])-[C;+0:3](-[C;+0:4])-[C;+0:5].[N;+0:6],[C;+0:2]-[C;+0:3](-[N;+0:6])-[C;+0:1](-[C;+0:4])-[C;+0:5]>>O=[C;+0:1](-[C;+0:2])-[C;+0:3](-[C;+0:4])-[C;+0:5].[N;+0:6],"[(1, 4), (1, 5), (3, 6), (2, 3)]","{1: -1, 4: 0, 3: 0, 6: 1, 2: 0, 5: 0}"
496,O=P>>C-C-C-C-C(-Cl)=[O;+0:1].O-c1:c:c:c(-[N+](=O)-[O-]):c:c:1-C-[P;+1:2],[O;+0:1]=[P;+0:2]>>C-C-C-C-C(-Cl)=[O;+0:1].O-c1:c:c:c(-[N+](=O)-[O-]):c:c:1-C-[P;+1:2],"[(1, 2)]","{1: 0, 2: 0}"
497,C>>F-[C@@;+0:1],[C;+0:1]>>F-[C@@;+0:1],[1],{1: -1}
498,CN>>C-S(=O)(=O)-O-[C@@;+0:1].[N;-1:2],[C;+0:1]-[N;+0:2]>>C-S(=O)(=O)-O-[C@@;+0:1].[N;-1:2],"[(1, 2)]","{1: 0, 2: 0}"
499,C=N>>S=[C;+0:1].[N;+0:2],[C;+0:1]=[N;+0:2]>>S=[C;+0:1].[N;+0:2],"[(1, 2)]","{1: 0, 2: 2}"
500,CCCO>>O-[C;+0:1]-[C;+0:2]-[C;+0:3].[O;+0:4],[C;+0:3]-[C;+0:2]-[C;+0:1]-[O;+0:4]>>O-[C;+0:1]-[C;+0:2]-[C;+0:3].[O;+0:4],"[(1, 4)]","{1: 0, 2: 0, 3: 0, 4: 1}"
501,[CH2]:N:C:[NH]>>O=[C;+0:1].[N;+0:2]=[C;+0:3]-[N;+0:4],[c;+0:1]:[n;+0:4]:[c;+0:3]:[n;+0:2]>>O=[C;+0:1].[N;+0:2]=[C;+0:3]-[N;+0:4],"[(1, 4)]","{1: 0, 2: 0, 3: 0, 4: 2}"
502,[CH2]:C:[CH2]>>Br-[c;+0:1].[C;+0:2]=[C;+0:3],[c;+0:1]:[c;+0:2]:[c;+0:3]>>Br-[c;+0:1].[C;+0:2]=[C;+0:3],"[(1, 2)]","{1: 0, 3: 0, 2: 1}"
503,[SiH4]>>Cl-[Si;+0:1],[Si;+0:1]>>Cl-[Si;+0:1],[1],{1: -1}
504,CP=O>>C-[O;+0:1]-[P;+0:2].Cl-[C;+0:3],[O;+0:1]=[P;+0:2]-[C;+0:3]>>C-[O;+0:1]-[P;+0:2].Cl-[C;+0:3],"[(3, 2)]","{1: 0, 2: 0, 3: 0}"
505,CO>>C-S(=O)(=O)-O-[C@;+0:1].[O;-1:2],[C;+0:1]-[O;+0:2]>>C-S(=O)(=O)-O-[C@;+0:1].[O;-1:2],"[(1, 2)]","{1: 0, 2: 0}"
506,CO>>C-[Si](-C)(-C)-[O;+0:1]-[C;+0:2],[C;+0:2]-[O;+0:1]>>C-[Si](-C)(-C)-[O;+0:1]-[C;+0:2],[1],"{1: -1, 2: 0}"
507,CNC>>I-[C;+0:1].I-[C;+0:2].[N;+0:3],[C;+0:1]-[N;+0:3]-[C;+0:2]>>I-[C;+0:1].I-[C;+0:2].[N;+0:3],"[(1, 3), (2, 3)]","{1: 0, 2: 0, 3: 2}"
508,CCC(CC)NCNC[CH]:C:C:[CH]CN1CC[CH](N)C1>>C-C(-C)(-C)-O-C(=O)-[N;+0:1]-[C@;+0:2]1-[C;+0:3]-[N;+0:4](-[C;+0:5]-[c;+0:6]:[c;+0:7]:[c;+0:8]:[c;+0:9]-[C;+0:10]-[N;+0:11]-[C;+0:12]-[N;+0:13]-[C;+0:14](-[C;+0:15]-[C;+0:16])-[C;+0:17]-[C;+0:18])-[C;+0:19]-[C;+0:20]-1,[C;+0:16]-[C;+0:20]-[C;+0:2](-[C;+0:15]-[C;+0:18])-[N;+0:13]-[C;+0:12]-[N;+0:11]-[C;+0:10]-[c;+0:9]:[c;+0:8]:[c;+0:7]:[c;+0:6]-[C;+0:5]-[N;+0:4]1-[C;+0:3]-[C;+0:14](-[N;+0:1])-[C;+0:17]-[C;+0:19]-1>>C-C(-C)(-C)-O-C(=O)-[N;+0:1]-[C@;+0:2]1-[C;+0:3]-[N;+0:4](-[C;+0:5]-[c;+0:6]:[c;+0:7]:[c;+0:8]:[c;+0:9]-[C;+0:10]-[N;+0:11]-[C;+0:12]-[N;+0:13]-[C;+0:14](-[C;+0:15]-[C;+0:16])-[C;+0:17]-[C;+0:18])-[C;+0:19]-[C;+0:20]-1,"[(14, 1), (3, 14), (17, 19), (2, 13), (2, 15), (16, 20), (15, 18)]","{1: -1, 14: 0, 17: 0, 19: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 13: 0, 2: 0, 20: 0, 16: 0, 18: 0, 15: 0, 12: 0, 3: 0}"
509,CNC[CH](C)NC[CH]1CC[CH](N[CH]2CCOC[CH]2O)C1>>O=[C;+0:1]1-[C;+0:2]-[C;+0:3]-[O;+0:4]-[C;+0:5]-[C;+0:6]-1-[O;+0:7].[C;+0:8]-[C@@;+0:9](-[C;+0:10]-[N;+0:11]-[C;+0:12]-[C@@;+0:13]1-[C;+0:14]-[C;+0:15]-[C@@;+0:16](-[N;+0:17])-[C;+0:18]-1)-[N;+0:19]-[C;+0:20],[C;+0:8]-[C;+0:6](-[C;+0:10]-[N;+0:11]-[C;+0:20])-[N;+0:19]-[C;+0:12]-[C;+0:13]1-[C;+0:14]-[C;+0:5]-[C;+0:9](-[N;+0:17]-[C;+0:16]2-[C;+0:15]-[C;+0:3]-[O;+0:4]-[C;+0:2]-[C;+0:1]-2-[O;+0:7])-[C;+0:18]-1>>O=[C;+0:1]1-[C;+0:2]-[C;+0:3]-[O;+0:4]-[C;+0:5]-[C;+0:6]-1-[O;+0:7].[C;+0:8]-[C@@;+0:9](-[C;+0:10]-[N;+0:11]-[C;+0:12]-[C@@;+0:13]1-[C;+0:14]-[C;+0:15]-[C@@;+0:16](-[N;+0:17])-[C;+0:18]-1)-[N;+0:19]-[C;+0:20],"[(1, 7), (1, 16), (2, 4), (3, 15), (9, 17), (9, 18), (5, 9), (5, 14), (12, 19), (6, 19), (6, 10), (6, 8), (20, 11)]","{1: -1, 7: 0, 2: 0, 4: 0, 3: 0, 15: 0, 16: 0, 17: 1, 9: 0, 5: 0, 14: 0, 13: 0, 12: 0, 19: 0, 6: 0, 10: 0, 11: 0, 20: 0, 8: 0, 18: 0}"
510,CC>>Br-[Zn]-[c;+0:1].Br-[c;+0:2],[c;+0:1]-[c;+0:2]>>Br-[Zn]-[c;+0:1].Br-[c;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
511,CC>>Cl-[c;+0:1].I-[C;+0:2],[c;+0:1]-[C;+0:2]>>Cl-[c;+0:1].I-[C;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
512,O>>C-C-[Si](-[O;+0:1])(-C-C)-C-C,[O;+0:1]>>C-C-[Si](-[O;+0:1])(-C-C)-C-C,[1],{1: -1}
513,CC>>Br-[C;+0:1].[c;+0:2],[C;+0:1]-[c;+0:2]>>Br-[C;+0:1].[c;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
514,CCNC>>O=[C;+0:1].[C;+0:2]-[C;+0:3]-[N;+0:4],[C;+0:1]-[N;+0:4]-[C;+0:3]-[C;+0:2]>>O=[C;+0:1].[C;+0:2]-[C;+0:3]-[N;+0:4],"[(1, 4)]","{1: -1, 4: 1, 3: 0, 2: 0}"
515,CN>>Cl-[C;+0:1].O=C1-[N;+0:2]-C(=O)-c2:c:c:c:c:c:2-1,[C;+0:1]-[N;+0:2]>>Cl-[C;+0:1].O=C1-[N;+0:2]-C(=O)-c2:c:c:c:c:c:2-1,"[(1, 2)]","{1: 0, 2: -1}"
516,CC>>C-C1(-C)-O-B(-[C;+0:1])-O-C-1(-C)-C.F-C(-F)(-F)-S(=O)(=O)-O-[C;+0:2],[C;+0:2]-[C;+0:1]>>C-C1(-C)-O-B(-[C;+0:1])-O-C-1(-C)-C.F-C(-F)(-F)-S(=O)(=O)-O-[C;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
517,CC>>Cl-[C;+0:1].[C;+0:2]-[Zn+],[C;+0:1]-[C;+0:2]>>Cl-[C;+0:1].[C;+0:2]-[Zn+],"[(1, 2)]","{1: 0, 2: 0}"
518,CC>>Br-[C;+0:1].[Mg+]-[c;+0:2],[C;+0:1]-[c;+0:2]>>Br-[C;+0:1].[Mg+]-[c;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
519,CC>>C-B1-O-B(-C)-O-B(-[C;+0:1])-O-1.I-[c;+0:2],[C;+0:1]-[c;+0:2]>>C-B1-O-B(-C)-O-B(-[C;+0:1])-O-1.I-[c;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
520,CC>>Br-[c;+0:1].[c;+0:2]-B1-O-C-C-O-1,[c;+0:1]-[c;+0:2]>>Br-[c;+0:1].[c;+0:2]-B1-O-C-C-O-1,"[(1, 2)]","{1: 0, 2: 0}"
521,CC>>Br-[c;+0:1].C-C-[Si](-[C;+0:2])(-C-C)-C-C,[C;+0:2]-[c;+0:1]>>Br-[c;+0:1].C-C-[Si](-[C;+0:2])(-C-C)-C-C,"[(1, 2)]","{1: 0, 2: 0}"
522,O=[NH+][O-]>>[N;+0:1].[O;+0:2]-[O;+0:3],[O;+0:2]=[N;+1:1]-[O;-1:3]>>[N;+0:1].[O;+0:2]-[O;+0:3],"[(1, 2), (1, 3)]","{1: 2, 2: 1, 3: 1}"
523,[CH2]:N:C:[NH]>>C-O-[C;+0:1].[N;+0:2].O=[C;+0:3]-[N;+0:4],[c;+0:1]:[n;+0:4]:[c;+0:3]:[n;+0:2]>>C-O-[C;+0:1].[N;+0:2].O=[C;+0:3]-[N;+0:4],"[(1, 4), (3, 2)]","{1: 0, 2: 2, 3: 0, 4: 1}"
524,CCO>>[C@;+0:1]-[C;+0:2]=[O;+0:3],[C;+0:1]-[C;+0:2]-[O;+0:3]>>[C@;+0:1]-[C;+0:2]=[O;+0:3],"[(2, 3)]","{1: 0, 2: -1, 3: -1}"
525,[CH2]:N:C:[NH]>>O=[C;+0:1].[N;+0:2]\[C;+0:3]=[N;+0:4],[c;+0:1]:[n;+0:2]:[c;+0:3]:[n;+0:4]>>O=[C;+0:1].[N;+0:2]\[C;+0:3]=[N;+0:4],"[(1, 2)]","{1: 0, 4: 0, 3: 0, 2: 2}"
526,CNS>>Cl-[S;+0:1].[C@@;+0:2]-[N;+0:3],[S;+0:1]-[N;+0:3]-[C;+0:2]>>Cl-[S;+0:1].[C@@;+0:2]-[N;+0:3],"[(3, 1)]","{1: 0, 3: 1, 2: 0}"
527,CNC>>Cl-[c;+0:1].[C@@;+0:2]-[N;+0:3],[c;+0:1]-[N;+0:3]-[C;+0:2]>>Cl-[c;+0:1].[C@@;+0:2]-[N;+0:3],"[(1, 3)]","{1: 0, 3: 1, 2: 0}"
528,C=C[CH]:[CH]C>>O=[c;+0:1]:[c;+0:2]:[c;+0:3]:[c;+0:4]:[c;+0:5],[C;+0:1]-[c;+0:2]:[c;+0:3]-[C;+0:4]=[C;+0:5]>>O=[c;+0:1]:[c;+0:2]:[c;+0:3]:[c;+0:4]:[c;+0:5],"[(1, 2), (4, 5)]","{1: -2, 2: 0, 3: 0, 4: 0, 5: 0}"
529,CN>>O=C(-O-[C;+0:1])-c1:c:c:c:c:c:1.[N;+0:2],[C;+0:1]-[N;+0:2]>>O=C(-O-[C;+0:1])-c1:c:c:c:c:c:1.[N;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
530,CCO>>Br-[Mg]-[c;+0:1].[C;+0:2]=[O;+0:3],[c;+0:1]-[C;+0:2]-[O;+0:3]>>Br-[Mg]-[c;+0:1].[C;+0:2]=[O;+0:3],"[(1, 2)]","{1: 0, 2: 0, 3: -1}"
531,C=NS>>O=[C;+0:1].[N;+0:2]-[S@@;+0:3],[C;+0:1]=[N;+0:2]-[S;+0:3]>>O=[C;+0:1].[N;+0:2]-[S@@;+0:3],"[(1, 2)]","{1: 0, 2: 2, 3: 0}"
532,C=C1CCC=C1C(=N)C=N>>[c;+0:1]:[c;+0:2]1:[c;+0:3]:[c;+0:4]:[c;+0:5]:[c;+0:6]:1:[c;+0:7](:[n;+0:8]):[c;+0:9]:[n;+0:10],[C;+0:1]=[C;+0:2]1-[C;+0:3]-[C;+0:4]-[C;+0:5]=[C;+0:6]-1-[C;+0:7](=[N;+0:8])-[C;+0:9]=[N;+0:10]>>[c;+0:1]:[c;+0:2]1:[c;+0:3]:[c;+0:4]:[c;+0:5]:[c;+0:6]:1:[c;+0:7](:[n;+0:8]):[c;+0:9]:[n;+0:10],"[(1, 2)]","{1: 0, 2: 0, 3: -1, 4: -1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}"
533,CO>>[O;+0:1]=[C;+0:2]-O-C-c1:c:c:c:c:c:1,[O;+0:1]-[C;+0:2]>>[O;+0:1]=[C;+0:2]-O-C-c1:c:c:c:c:c:1,"[(2, 1)]","{2: -2, 1: -1}"
534,OS>>F-[S;+0:1].[O;+0:2],[S;+0:1]-[O;+0:2]>>F-[S;+0:1].[O;+0:2],"[(2, 1)]","{1: 0, 2: 1}"
535,CO>>F-[C;+0:1].[O;+0:2],[C;+0:1]-[O;+0:2]>>F-[C;+0:1].[O;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
536,CCC>>Br-[C;+0:1].Cl-[C;+0:2]-[C;+0:3],[C;+0:1]-[C;+0:2]-[C;+0:3]>>Br-[C;+0:1].Cl-[C;+0:2]-[C;+0:3],"[(1, 2)]","{1: 0, 2: 0, 3: 0}"
537,CNCN>>[C;+0:1]=[N;+0:2].[C@;+0:3]-[N;+0:4],[N;+0:2]-[C;+0:1]-[N;+0:4]-[C;+0:3]>>[C;+0:1]=[N;+0:2].[C@;+0:3]-[N;+0:4],"[(1, 4)]","{2: -1, 1: 0, 4: 1, 3: 0}"
538,CNS>>Cl-[S;+0:1].[C;+0:2]-[N;+0:3],[S;+0:1]-[N;+0:3]-[C;+0:2]>>Cl-[S;+0:1].[C;+0:2]-[N;+0:3],"[(3, 1)]","{1: 0, 3: 1, 2: 0}"
539,CNC>>I-[C;+0:1].[C@@;+0:2]-[N;+0:3],[C;+0:1]-[N;+0:3]-[C;+0:2]>>I-[C;+0:1].[C@@;+0:2]-[N;+0:3],"[(1, 3)]","{1: 0, 3: 1, 2: 0}"
540,CN>>O=C(-[N;+0:1])-[c;+0:2],[N;+0:1]-[c;+0:2]>>O=C(-[N;+0:1])-[c;+0:2],"[(2, 1)]","{2: 0, 1: 0}"
541,CN>>F-C(-F)-C(=O)-O-[C;+0:1].[N;+0:2],[C;+0:1]-[N;+0:2]>>F-C(-F)-C(=O)-O-[C;+0:1].[N;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
542,CN>>[c;+0:1]:[n;+0:2],[C;+0:1]-[N;+0:2]>>[c;+0:1]:[n;+0:2],"[(1, 2)]","{1: -1, 2: -1}"
543,CC[CH]1CC[CH](C)C[CH]1NC>>Cl-[C;+0:1].[C;+0:2]-[C;+0:3](-[C;+0:4])-[C;+0:5]1-[C;+0:6]-[C;+0:7]-[C;+0:8]-[C;+0:9]-[C;+0:10]-1-[N;+0:11],[C;+0:2]-[C;+0:8]-[C;+0:10]1-[C;+0:7]-[C;+0:9]-[C;+0:5](-[C;+0:4])-[C;+0:6]-[C;+0:3]-1-[N;+0:11]-[C;+0:1]>>Cl-[C;+0:1].[C;+0:2]-[C;+0:3](-[C;+0:4])-[C;+0:5]1-[C;+0:6]-[C;+0:7]-[C;+0:8]-[C;+0:9]-[C;+0:10]-1-[N;+0:11],"[(1, 11), (3, 11), (3, 10), (3, 6), (4, 5), (5, 9), (7, 9), (7, 10), (8, 10), (2, 8)]","{1: 0, 11: 1, 3: 0, 6: 0, 5: 0, 4: 0, 9: 0, 7: 0, 10: 0, 8: 0, 2: 0}"
