1,2,3,4,5,6,7,8,9,10
[C;+0:1]-[O;+0:4]-[C;+0:3]-[C;+0:2]>>Br-[C;+0:1].[C;+0:2]-[C;+0:3]-[O;+0:4],[C;+0:1]-[N;+0:2]>>C-C(-C)(-C-O-[C;+0:1])-N-S(=O)(=O)-C(-F)(-F)-F.[N;+0:2],[c;+0:1]-[c;+0:2]>>Br-[c;+0:1].[Zn+]-[c;+0:2],,,,,,[C;+0:1]-[N;+0:2]>>Cl-[C;+0:1].[N;+1:2],
[C;+0:1]-[N;+0:4]-[C;+0:3]-[C;+0:2]>>O=[C;+0:1].[C;+0:2]-[C;+0:3]-[N;+0:4],[C;+0:1]-[N;+0:2]>>Br-C-C(=O)-O-[C;+0:1].[N;+0:2],[C;+0:2]-[c;+0:1]>>Br-[c;+0:1].C-[Sn](-C)(-C)-[C;+0:2],,,,,,[N;+0:1]>>[N-]=[N+]=[N;+0:1],
[C;+0:1]-[S;+0:2]>>Cl-[C@;+0:1].[S;+0:2],[C;+0:1]-[N;+0:2]>>C-C(-C)-C-O-[C;+0:1].[N;+0:2],[C;+0:1]-[c;+0:2]>>Br-[C;+0:1].C-C1(-C)-C-O-B(-[c;+0:2])-O-C-1,,,,,,[C;+0:1]-[N;+0:2]>>Cl-[C;+0:1].O=C1-[N;+0:2]-C(=O)-c2:c:c:c:c:c:2-1,
[C;+0:1]-[n;+0:2]>>Cl-[C;+0:1].[n;+0:2],[C;+0:1]-[N;+0:2]>>Cl-C(-F)(-F)-C(=O)-O-[C;+0:1].[N;+0:2],[C;+0:1]-[c;+0:2]>>C-O-N(-C)-[C;+0:1].I-[c;+0:2],,,,,,[C;+0:1]-[N;+0:2]>>O-[C;+0:1].[N;+0:2],
[C;+0:1]-[O;+0:5]-[C;+0:4]-[C;+0:3]-[C;+0:2]>>Br-[C;+0:1].[C;+0:2]-[C;+0:3]-[C;+0:4]-[O;+0:5],[C;+0:1]-[N;+0:4]-[C;+0:3]-[C;+0:2]>>O-[C;+0:1].[C;+0:2]-[C;+0:3]-[N;+0:4],[C;+0:2]-[c;+0:1]>>C-C-C-C-[Sn](-[c;+0:1])(-C-C-C-C)-C-C-C-C.F-C(-F)(-F)-S(=O)(=O)-O-[C;+0:2],,,,,,[C;+0:1]-[N;+0:2]>>Cl-[C;+0:1].[N;+0:2],
[C;+0:1]-[S;+0:3]=[O;+0:2]>>Br-[C;+0:1].[O;-1:2]-[S;+0:3],[S;+0:1]-[N;+0:2]>>F-[S;+0:1].[N;+0:2],[C;+0:1]-[c;+0:2]>>Br-[Zn]-[C;+0:1].Br-[c;+0:2],,,,,,[S;+0:1]-[O;+0:2]>>Cl-[S;+0:1].[O;+0:2],
[C;+0:1]-[N;+1:2]>>Br-[C;+0:1].[N;+0:2],[C;+0:1]-[N;+0:2]>>Cl-[C;+0:1].[N;+1:2],[C;+0:1]-[c;+0:2]>>Br-[C;+0:1].C-[Sn](-C)(-C)-[c;+0:2],,,,,,[c;+0:1]-[C;+0:2]>>Br-[c;+0:1].[C;-1:2],
[C;+0:1]-[S;+0:2]>>Cl-[C;+0:1].[S;-1:2],[C;+0:1]-[N;+0:2]>>O=[N+](-[O-])-c1:c:c:c(-C-O-[C;+0:1]):c:c:1.[N;+0:2],[C;+0:1]-[c;+0:2]>>Cl-[C;+0:1].I-[c;+0:2],,,,,,[S;+0:1]-[O;+0:2]>>F-[S;+0:1].[O;+0:2],
[C;+0:1]-[N;+0:2]>>C-S(=O)(=O)-O-[C@@;+0:1].[N;+0:2],[c;+0:1]:[n;+0:2]>>C-C-O-[C;+0:1].[N;+0:2],[C;+0:2]-[c;+0:1]>>Br-[c;+0:1].C-O-N(-C)-[C;+0:2],,,,,,[c;+0:1]-[N;+0:2]>>Br-[c;+0:1].[N;+1:2],
[N;+0:2]-[c;+0:1]>>F-c1:c:c:c(-B2-O-B(-[c;+0:1])-O-B(-c3:c:c:c(-F):c:c:3)-O-2):c:c:1.[N;+0:2],[c;+0:1]:[n;+0:4]:[c;+0:3]:[c;+0:2]>>C-C-O-[C;+0:1].[C;+0:2]=[C;+0:3]-[N;+0:4],[C;+0:2]=[C;+0:1]>>O=[C;+0:1].[C;+0:2]-[P+](-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,,,,,,,
[c;+0:1]-[O;+0:2]>>F-[c;+0:1].[O;+0:2],[C;+0:1]-[N;+0:2]>>O-[C;+0:1].[N;+0:2],[C;+0:1]-[c;+0:2]>>I-[C;+0:1].I-[c;+0:2],,,,,,,
[C;+0:1]-[N;+0:2]>>C-S(=O)(=O)-O-[C;+0:1].[N;-1:2],[C;+0:1]-[N;+0:2]>>Cl-[C;+0:1].[N;+0:2],[c;+0:1]-[C;+0:2]>>Br-[c;+0:1].Cl-[C;+0:2],,,,,,,
[c;+0:1]-[O;+0:2]>>I-[c;+0:1].[O;-1:2],[S;+0:1]-[O;+0:2]>>Cl-[S;+0:1].[O;+0:2],[c;+0:1]-[c;+0:2]>>Br-[c;+0:1].[Mg+]-[c;+0:2],,,,,,,
[C;+0:1]=[N;+0:2]>>O=[C;+0:1].[N;+0:2],[S;+0:1]-[O;+0:2]>>F-[S;+0:1].[O;+0:2],[C;+0:1]-[c;+0:2]>>C-B1-O-B(-C)-O-B(-[C;+0:1])-O-1.Cl-[c;+0:2],,,,,,,
[C;+0:1]-[S;+0:3]=[O;+0:2]>>Br-[C;+0:1].[O;+0:2]-[S;+0:3],,[c;+0:1]:[c;+0:2]>>O=[C;+0:1].[C;+0:2],,,,,,,
[C;+0:4]-[C;+0:3]-[C;+0:2]-[C;+0:1]-[N;+0:5]>>O-[C;+0:1]-[C;+0:2]-[C;+0:3]-[C;+0:4].[N;+0:5],,[C;+0:1]-[c;+0:2]>>C-N(-C)-[C;+0:1].[c;+0:2],,,,,,,
[c;+0:1]-[S;+0:3]=[O;+0:2]>>Cl-[c;+0:1].[O;+0:2]-[S;+0:3],,[C;+0:1]-[c;+0:2]>>Cl-[C;+0:1].[Zn+]-[c;+0:2],,,,,,,
[C;+0:1]-[n;+0:2]>>Br-[C;+0:1].[n;-1:2],,[C;+0:1]-[c;+0:2]>>C-N(-C)-[C;+0:1].I-[c;+0:2],,,,,,,
[c;+0:1]-[N;+0:2]>>Br-[c;+0:1].[N;+0:2],,[C;+0:2]-[c;+0:1]>>Br-[c;+0:1].C-C-[Si](-[C;+0:2])(-C-C)-C-C,,,,,,,
[C;+0:1]-[O;+0:2]>>C-S(=O)(=O)-O-[C;+0:1].[O;+0:2],,[c;+0:1]-[c;+0:2]>>Br-[c;+0:1].O=C(-[O-])-C1-C=C-O-B(-[c;+0:2])-O-1,,,,,,,
[C;+0:1]-[O;+0:3]-[C;+0:2]>>O-[C;+0:1].[C;+0:2]-[O;+0:3],,[C;+0:7]=[C;+0:6]-[c;+0:5]:[c;+0:4]-[C;+0:3](-[C;+0:1])-[O;+0:2]>>Br-[C;+0:1].[O;+0:2]=[c;+0:3]:[c;+0:4]:[c;+0:5]:[c;+0:6]:[c;+0:7],,,,,,,
[C;+0:1]-[N;+0:3]-[C;+0:2]>>O=[C;+0:1].[C@@;+0:2]-[N;+0:3],,[C;+0:1]1-[C;+0:2]-[C;+0:3]-1>>I-[C;+0:1]-I.[C;+0:2]=[C;+0:3],,,,,,,
[C;+0:1]-[N;+0:2]>>C-S(=O)(=O)-O-[C@@;+0:1].[N;-1:2],,[c;+0:1]-[c;+0:2]>>Br-[c;+0:1].Br-[c;+0:2],,,,,,,
[c;+0:1]-[N;+1:2]>>Cl-[c;+0:1].[N;+0:2],,[C;+0:1]-[c;+0:2]>>F-[C@@;+0:1].[c;+0:2],,,,,,,
[c;+0:1]:[o;+0:2]>>Cl-[c;+0:1].[O;+0:2],,[C;+0:2]=[C;+0:1]>>C-O-P(=O)(-[C;+0:1])-O-C.O=[C;+0:2],,,,,,,
[C;+0:1]-[N;+0:2]>>Br-[C@;+0:1].[N;+0:2],,[c;+0:1]:[c;+0:2]:[c;+0:3]>>Br-[c;+0:1].[C;+0:2]=[C;+0:3],,,,,,,
[C;+0:2]-[C;+0:1]-[O;+0:3]>>Br-[C@@;+0:1]-[C@@;+0:2].[O;+0:3],,[c;+0:1]-[c;+0:2]>>C-[Sn](-C)(-C)-[c;+0:1].I-[c;+0:2],,,,,,,
[C;+0:1]-[N;+0:3]-[C;+0:2]>>Cl-[C;+0:1].[C;+0:2]-[N;+0:3],,[C;+0:1]-[c;+0:2]>>C-O-N(-C)-[C;+0:1].[Mg+]-[c;+0:2],,,,,,,
[c;+0:1]-[O;+0:2]>>Cl-[c;+0:1].[O;+0:2],,[C;+0:1]-[c;+0:2]>>C-C-C-C-[Sn](-[C;+0:1])(-C-C-C-C)-C-C-C-C.F-C(-F)(-F)-S(=O)(=O)-O-[c;+0:2],,,,,,,
[C;+0:1]-[S;+0:3]=[O;+0:2]>>Cl-[C;+0:1].[O;-1:2]-[S;+0:3],,[c;+0:2]-[c;+0:1]>>C-C1(-C)-C-O-B(-[c;+0:1])-O-C-1.I-[c;+0:2],,,,,,,
[C;+0:1]-[n;+0:2]>>O-[C;+0:1].[n;+0:2],,[C;+0:1]-[C;+0:4](-[C;+0:3])-[C;+0:2](-[C;+0:6])-[O;+0:5]>>[C;+0:1]-[C@;+0:2](-[C;+0:3])-[C;+0:4]=[O;+0:5].[C;+0:6]-[Mg+],,,,,,,
[c;+0:1]-[S;+0:2]>>F-[c;+0:1].[S;+0:2],,[c;+0:1]-[c;+0:2]>>C-C-C-C-[Sn](-[c;+0:1])(-C-C-C-C)-C-C-C-C.F-C(-F)(-F)-S(=O)(=O)-O-[c;+0:2],,,,,,,
[Sn;+0:1]-[c;+0:2]>>Cl-[Sn;+0:1].[c;+0:2],,[O;+0:2]-[C;+0:1]-[c;+0:3]>>[C;+0:1]=[O;+0:2].[Mg+]-[c;+0:3],,,,,,,
[c;+0:1]-[O;+0:2]>>I-[c;+0:1].[O;+0:2],,[c;+0:1]-[C;+0:2]-[O;+0:3]>>Br-[Mg]-[c;+0:1].[C;+0:2]=[O;+0:3],,,,,,,
[c;+0:1]-[O;+0:2]>>Cl-[c;+0:1].[O;-1:2],,[C;+0:2]-[C;+0:1]-[N;+0:3]>>O=[C;+0:1].[C;+0:2].[N;+0:3],,,,,,,
[C;+0:1]-[N;+0:3]-[C;+0:2]>>I-[C;+0:1].[C@@;+0:2]-[N;+0:3],,[C;+0:1]-[C;+0:2]-[C;+0:3]>>Br-[C;+0:1].Cl-[C;+0:2]-[C;+0:3],,,,,,,
[Sn;+0:1]-[c;+0:2]>>Br-[Sn;+0:1].[c;+0:2],,[c;+0:2]-[c;+0:1]>>Br-[c;+0:1].C-C-C-C-[Sn](-[c;+0:2])(-C-C-C-C)-C-C-C-C,,,,,,,
[c;+0:1]-[n;+0:2]>>Br-[c;+0:1].[n;+0:2],,[C;+0:3]=[C;+0:1]-[C;+0:2]>>O=[C;+0:1]-[C;+0:2].[C;+0:3]=P(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,,,,,,,
[C;+0:1]-[n;+0:2]>>I-[C;+0:1].[n;+0:2],,[C;+0:1]-[c;+0:2]>>Br-[C;+0:1].I-[c;+0:2],,,,,,,
[C;+0:1]1-[C;+0:2]-[N;+0:3]-1>>C-S(=O)(=O)-O-[C;+0:1]-[C@;+0:2]-[N;+0:3],,[C;+0:1]-[c;+0:2]>>C=C-B1-O-B(-[C;+0:1])-O-B(-C=C)-O-1.Cl-[c;+0:2],,,,,,,
[C;+0:1]-[N;+0:2]>>O-[C@@;+0:1].[N;+0:2],,[c;+0:1]-[c;+0:2]>>Br-[c;+0:1].C-C(-C)-O-B(-[c;+0:2])-O-C(-C)-C,,,,,,,
[C;+0:1]-[O;+0:2]>>Cl-[C@;+0:1].[O;+0:2],,[C;+0:2]-[c;+0:1]>>C-C1(-C)-O-B(-[c;+0:1])-O-C-1(-C)-C.F-C(-F)(-F)-S(=O)(=O)-O-[C;+0:2],,,,,,,
[c;+0:1]:[n;+0:3]:[c;+0:2]>>Cl-[c;+0:1].[C;+0:2]=[N;+0:3],,[C;+0:2]-[c;+0:1]>>F-C(-F)(-F)-S(=O)(=O)-O-[c;+0:1].[C;+0:2],,,,,,,
[C;+0:1]-[S;+0:2]>>Br-[C@@;+0:1].[S;+0:2],,[C;+0:1]-[c;+0:2]>>C-C1(-C)-O-B(-[C;+0:1])-O-C-1(-C)-C.Cl-[c;+0:2],,,,,,,
[N;+0:15]-[C;+0:6]1-[C;+0:7]-[C;+0:11]-[C;+0:10]2(-[O;+0:5])-[C;+0:1]3-[C;+0:2]-[c;+0:8]:[c;+0:9]-[C;+0:4]-2(-[C;+0:3]-[C;+0:12]-[N;+0:13]-3)-[C;+0:14]-1>>O=[C;+0:1]1-[C;+0:2]-[C;+0:3]-[C@@;+0:4]2(-[O;+0:5])-[C@@;+0:6]3-[C;+0:7]-[c;+0:8]:[c;+0:9]-[C@@;+0:10]-2(-[C;+0:11]-[C;+0:12]-[N;+0:13]-3)-[C@;+0:14]-1.[N;+0:15],,[c;+0:2]-[c;+0:1]>>Br-[c;+0:1].C-C1(-C)-C-O-B(-[c;+0:2])-O-C-1,,,,,,,
[C;+0:1]-[O;+0:2]>>O-[C@@;+0:1].[O;+0:2],,[C;+0:1]-[C;+0:2]>>Br-[C;+0:1].[C;+0:2],,,,,,,
[Sn;+0:2]-[c;+0:1]>>Br-[c;+0:1].C-C-C-C-[Sn](-[Sn;+0:2])(-C-C-C-C)-C-C-C-C,,[c;+0:1]-[C;+0:2]>>Br-[c;+0:1].[C;+0:2]-[Zn+],,,,,,,
[C;+0:1]-[N;+1:2]>>Cl-[C;+0:1].[N;+0:2],,[c;+0:2]-[c;+0:1]>>C-C1(-C)-O-B(-[c;+0:1])-O-C-1(-C)-C.I-[c;+0:2],,,,,,,
[C;+0:1]=[C;+0:2]-[Sn;+0:3]>>[C;+0:1]#[C;+0:2].[Sn;+0:3],,[c;+0:2]-[c;+0:1]>>C-C(-C)-O-B(-[c;+0:1])-O-C(-C)-C.I-[c;+0:2],,,,,,,
[C;+0:1]-[O;+0:2]>>Br-[C@@;+0:1].[O;+0:2],,[C;+0:2]-[c;+0:1]>>C-[Sn](-C)(-C)-[c;+0:1].Cl-[C;+0:2],,,,,,,
[Sn;+0:1]-[c;+0:2]>>Cl-[Sn;+0:1].I-[c;+0:2],,[C;+0:1]-[C;+0:2]>>I-[C;+0:1].I-[C;+0:2],,,,,,,
[C;+0:1]-[O;+0:2]>>C-S(=O)(=O)-O-[C@;+0:1].[O;-1:2],,[C;+0:2]-[C;+0:1]>>C-C1(-C)-O-B(-[C;+0:1])-O-C-1(-C)-C.F-C(-F)(-F)-S(=O)(=O)-O-[C;+0:2],,,,,,,
[C;+0:1]-[n;+0:2]>>C-S(=O)(=O)-O-[C@;+0:1].[n;+0:2],,[c;+0:1]-[C;+0:2]>>I-[c;+0:1].[C;+0:2]-[Zn+],,,,,,,
[C;+0:1]-[N;+0:2]>>Br-[C;+0:1].[N;+0:2],,[c;+0:1]-[c;+0:2]>>I-[c;+0:1].[Zn+]-[c;+0:2],,,,,,,
[C;+0:2]-[C;+0:1]-[N;+0:3]>>O-[C;+0:1]-[C@@;+0:2].[N;+0:3],,[C;+0:2]-[c;+0:1]>>Br-[c;+0:1].O-B(-O)-[C;+0:2],,,,,,,
[C;+0:1]-[S;+0:2]>>I-[C;+0:1].[S;+0:2],,[c;+0:1]-[c;+0:2]>>Cl-[c;+0:1].I-[c;+0:2],,,,,,,
[C;+0:1]-[O;+0:2]>>Cl-[C;+0:1].[O;-1:2],,[C;+0:1]-[c;+0:2]>>C-B1-O-B(-C)-O-B(-[C;+0:1])-O-1.I-[c;+0:2],,,,,,,
[C;+0:1]-[N;+0:2]>>O-B(-O)-[C;+0:1].[N;+0:2],,[C;+0:1]-[C;+0:2]>>C-C-C-C-[Sn](-[C;+0:1])(-C-C-C-C)-C-C-C-C.Cl-[C;+0:2],,,,,,,
[c;+0:1]-[n;+0:2]>>F-[c;+0:1].[n;+0:2],,[c;+0:1]-[c;+0:2]>>Cl-[c;+0:1].[Mg+]-[c;+0:2],,,,,,,
[C;+0:1]-[O;+0:3]-[C;+0:2]>>Cl-[C;+0:1].[C@@;+0:2]-[O;+0:3],,[C;+0:2]-[c;+0:1]>>C-C1(-C)-O-B(-[c;+0:1])-O-C-1(-C)-C.Cl-[C;+0:2],,,,,,,
[c;+0:1]:[n;+0:2]>>F-[c;+0:1].[N;+0:2],,[C;+0:1]-[C;+0:2]>>Br-[C;+0:1].Cl-[C;+0:2],,,,,,,
[C;+0:2]-[C;+0:1]-[n;+0:3]>>Br-[C;+0:1]-[C;+0:2].[n;+0:3],,[C;+0:1]-[C;+0:2]>>Br-[C;+0:1].Br-[C;+0:2],,,,,,,
[c;+0:1]-[O;+0:3]-[C;+0:2]>>F-[c;+0:1].[C@;+0:2]-[O;+0:3],,[c;+0:1]-[c;+0:2]>>I-[c;+0:1].I-[c;+0:2],,,,,,,
[C;+0:1]-[S;+0:2]>>Br-[C;+0:1].[S;+0:2],,[C;+0:1]-[C;+0:2]>>C-O-[C;+0:1].[C;+0:2],,,,,,,
[C;+0:1]-[P;+0:3]=[O;+0:2]>>Br-[C;+0:1].C-C(-C)-[O;+0:2]-[P;+0:3],,[C;+0:2]-[c;+0:1]>>I-[c;+0:1].O-B(-O)-[C;+0:2],,,,,,,
[c;+0:1]-[N;+0:2]>>F-[c;+0:1].[N;+1:2],,[c;+0:1]-[C;+0:2]>>Cl-[c;+0:1].I-[C;+0:2],,,,,,,
[Sn;+0:2]-[c;+0:1]>>Br-[c;+0:1].C-[Sn](-C)(-C)-[Sn;+0:2],,[C;+0:2]-[N;+0:3]-[C;+0:1]-[c;+0:4]>>O=[C;+0:1].[C@@;+0:2]-[N;+0:3].[c;+0:4],,,,,,,
[C;+0:1]-[P;+0:3]=[O;+0:2]>>Br-[C;+0:1].C-[O;+0:2]-[P;+0:3],,[C;+0:1]-[C;+0:2]>>I-[C;+0:1].[C;+0:2]-[Mg+],,,,,,,
[C;+0:1]-[O;+0:2]-[C;+0:4]-[C;+0:3]>>[C;+0:1]-[O;+0:2].[C;+0:3]=[C;+0:4],,[N;+0:2]-[C;+0:1]-[c;+0:3]>>O=[C;+0:1].[N;+0:2].[c;+0:3],,,,,,,
[C;+0:1]-[N;+0:2]>>O=[C;+0:1].[N;+0:2],,[C;+0:1]-[c;+0:2]>>Br-[C;+0:1].[Mg+]-[c;+0:2],,,,,,,
[c;+0:1]-[S;+0:2]>>Cl-[c;+0:1].[S;+0:2],,[C;+0:2]=[C;+0:1]>>O=[C;+0:1].[C;+0:2]=P(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,,,,,,,
[C;+0:1]-[O;+0:2]>>[C;+0:1]=[N+]=[N-].[O;+0:2],,[C;+0:1]-[C;+0:2]-[O;+0:3]>>Br-[C;+0:1].[C;+0:2]=[O;+0:3],,,,,,,
[c;+0:1]:[n;+0:2]:[c;+0:3]:[n;+0:4]>>O=[C;+0:1].[N;+0:2]\[C;+0:3]=[N;+0:4],,[C;+0:1]-[c;+0:2]>>Br-[C;+0:1].[c;+0:2],,,,,,,
[C;+0:1]-[P;+0:3]=[O;+0:2]>>Br-[C;+0:1].C-C-[O;+0:2]-[P;+0:3],,[c;+0:1]-[C;+0:2]>>Cl-[c;+0:1].[C;+0:2],,,,,,,
[c;+0:1]-[N;+0:3]-[C;+0:2]>>Cl-[c;+0:1].[C;+0:2]-[N;+0:3],,[C;+0:1]-[C;+0:2]>>Br-[C;+0:1].C-N(-C)-[C;+0:2],,,,,,,
[C;+0:1]-[S;+0:2]>>Br-[C;+0:1].[S;-1:2],,[C;+0:1]-[c;+0:4]:[c;+0:3]-[O;+0:2]>>[C;+0:1]-[O;+0:2]-[c;+0:3]:[c;+0:4],,,,,,,
[C;+0:1]-[N;+0:2]>>Cl-[C;+0:1].[N;+1:2],,[C;+0:1]-[c;+0:2]>>Cl-[C;+0:1].O-B(-O)-[c;+0:2],,,,,,,
[C;+0:1]-[S;+0:2]>>Cl-[C;+0:1].[S;+0:2],,[I;+0:1]>>C-N-[C@@H]1-C-C-[C@@H](-c2:c:c:c(-Cl):c(-Cl):c:2)-c2:c:c:c(-[I;+0:1]):c:c:2-1,,,,,,,
[c;+0:1]-[O;+0:2]>>Br-[c;+0:1].[O;-1:2],,[C;+0:1]-[C;+0:2]>>Br-[C;+0:1].C-O-N(-C)-[C;+0:2],,,,,,,
[c;+0:1]-[S;+0:2]>>F-[c;+0:1].[S;-1:2],,[C;+0:2]-[c;+0:1]>>Br-[c;+0:1].C-N(-C)-[C;+0:2],,,,,,,
[C;+0:1]-[N;+0:2]>>O-[C;+0:1].[N;+0:2],,[O;+0:1]=[P;+0:2]>>C-C-C-C-C(-Cl)=[O;+0:1].O-c1:c:c:c(-[N+](=O)-[O-]):c:c:1-C-[P;+1:2],,,,,,,
[C;+0:1]-[N;+1:2]>>I-[C;+0:1].[N;+0:2],,[C;+0:1]-[c;+0:2]>>Cl-[C;+0:1].Cl-[c;+0:2],,,,,,,
[C;+0:1]-[O;+0:2]>>I-[C;+0:1].[O;-1:2],,[C;+0:3]=[C;+0:1]\[C;+0:2]>>O=[C;+0:1]-[C@@;+0:2].[C;+0:3]-[P+](-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,,,,,,,
[C;+0:1]-[N;+0:2]>>Cl-[C;+0:1].[N;+0:2],,[C;+0:2]-[c;+0:1]>>Br-[c;+0:1].C-C-C-C-[Sn](-[C;+0:2])(-C-C-C-C)-C-C-C-C,,,,,,,
[c;+0:1]-[S;+0:3]=[O;+0:2]>>I-[c;+0:1].[O;-1:2]-[S;+0:3],,[c;+0:1]-[c;+0:2]>>Br-[c;+0:1].[c;+0:2]-B1-O-C-C-N(-c2:c:c:c:c:c:2)-C-C-O-1,,,,,,,
[c;+0:1]-[O;+0:2]>>O-[c;+0:1].[O;+0:2],,[C;+0:1]-[c;+0:2]>>Br-[C;+0:1].O-B(-O)-[c;+0:2],,,,,,,
[C;+0:1]-[n;+0:2]>>C-S(=O)(=O)-O-[C;+0:1].[n;+0:2],,[C;+0:1]=[C;+0:2]>>C-[P+](-C)(-C)-[C;+0:1].O=[C;+0:2],,,,,,,
[c;+0:1]-[O;+0:2]>>F-[c;+0:1].[O;-1:2],,[C;+0:1]-[C;+0:2]>>Cl-[C;+0:1].[C;+0:2]-[Zn+],,,,,,,
[C;+0:1]-[N;+0:3]-[C;+0:2]>>O=[C;+0:1].[C@;+0:2]-[N;+0:3],,,,,,,,,
[O;+0:1]=[P;+0:2]-[C;+0:3]>>C-[O;+0:1]-[P;+0:2].Cl-[C;+0:3],,,,,,,,,
[C;+0:2]-[C;+0:1]-[N;+0:3]>>O=[C;+0:1]-[C;+0:2].[N;+0:3],,,,,,,,,
